developerResponse,date,review,score,userName,IOS,Name
"{'reviewId': 'e55427d9-5a70-4515-90c7-f01a62e43b63', 'userName': 'Ishmael Clement', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVokAuafYpZmrUnkyw98aa5Ot8PudLpVxtnnp0y7c_cjuSNdvk', 'content': 'Wow! My little boy has taken ownership of my phone because of this app... I love this App too, but please how do I get my phone back before he drains my battery to 0%', 'score': 5, 'thumbsUpCount': 14, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 9, 24, 11, 59, 29), 'replyContent': 'Thank you for your support, review, and thrilled to read that your little boy loves it. We work for reviews from parents. 🙏 Please do check out our other app for kids ""Happy Lock"" to manage his screen time.\n', 'repliedAt': datetime.datetime(2021, 9, 25, 0, 54, 21), 'appVersion': None}",2021-09-24 11:59:29,"Wow! My little boy has taken ownership of my phone because of this app... I love this App too, but please how do I get my phone back before he drains my battery to 0%",5,Ishmael Clement,0,kids-math-games
"{'reviewId': '0aa0016a-329c-416a-a1ab-24c9acf093fc', 'userName': 'Saudhath Hussain', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJ8XRZB2s9NgZi6IFBRy5WYJ3Rw7Td2mNaDB3PV5QMXKW6hTQ=mo', 'content': 'Really Helpful Thanks a lot', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 9, 2, 19, 15, 25), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-09-02 19:15:25,Really Helpful Thanks a lot,5,Saudhath Hussain,0,kids-math-games
"{'reviewId': 'f2ce79f4-4def-4be4-bc9a-1129af035d6a', 'userName': 'Renz Leith', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKyl1Zqt-gysiMTFvfG1NMvIcE2hse2RIhBNYQJyaSmrKdP4A=mo', 'content': 'really good & helpful for growing up children..Thank you very much for this wonderful apps.', 'score': 5, 'thumbsUpCount': 87, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2021, 10, 28, 18, 43, 45), 'replyContent': ""Glad you like it! :) Be sure to share with friends and family, it's support from parents that has helped us reach more kids 👍🤩🙏"", 'repliedAt': datetime.datetime(2021, 10, 29, 2, 19, 17), 'appVersion': '1.0.3'}",2021-10-28 18:43:45,really good & helpful for growing up children..Thank you very much for this wonderful apps.,5,Renz Leith,0,kids-math-games
"{'reviewId': 'fe2f7499-7320-4d4a-80ec-92e3f40e181b', 'userName': 'Abdullah Al Mamun', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWuhCvNGlXfoZqCtWfn3TG2cRjzTAXUnm2kdWF46wHxbQnbUMA', 'content': ""The app installed on my device but I don't found any shortcut to open it."", 'score': 2, 'thumbsUpCount': 7, 'reviewCreatedVersion': '1.1.3', 'at': datetime.datetime(2023, 1, 11, 7, 30, 35), 'replyContent': 'Thank you for your kind feedback. Please try to restart your device or exit the game from launcher, and then re-adding the home screen shortcut will fix this. Also you may try to check Play Store settings for creating shortcuts and enable it. If nothing works, please email us at app_support@rvappstudios.com. We will help you resolve the issue.', 'repliedAt': datetime.datetime(2023, 1, 12, 2, 8, 36), 'appVersion': '1.1.3'}",2023-01-11 07:30:35,The app installed on my device but I don't found any shortcut to open it.,2,Abdullah Al Mamun,0,kids-math-games
"{'reviewId': '9b154a7f-da21-49c8-9e7f-b9f276616e11', 'userName': 'Awoyejo Zainab', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocL6PYA3VQXHpYFyeRNL77MTxMPfy0wiPs3JgaszXYxbhP1cRQ=mo', 'content': 'It is a great game she really loves it and keep her busy all time', 'score': 4, 'thumbsUpCount': 9, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 4, 10, 11, 56, 2), 'replyContent': 'We are glad you liked the app. We request you to give us a 5-star rating as it is the best encouragement for our team.', 'repliedAt': datetime.datetime(2022, 4, 12, 3, 57, 33), 'appVersion': None}",2022-04-10 11:56:02,It is a great game she really loves it and keep her busy all time,4,Awoyejo Zainab,0,kids-math-games
"{'reviewId': 'cc9692b3-62c3-4d95-94e3-0aeefcaf76db', 'userName': 'Rekha Bisht', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocL7AgtkEGPAiEK_8hh_AEWbEL4ASoVlQ_1P7bIwRVE5gcdXlOw=mo', 'content': 'best app for kids.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.0', 'at': datetime.datetime(2024, 7, 29, 9, 10, 37), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.0'}",2024-07-29 09:10:37,best app for kids.,5,Rekha Bisht,0,kids-math-games
"{'reviewId': '796502b4-7805-4ecc-8654-8ec341e30e62', 'userName': 'Ntombizodwa Ndlovu', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI-yPvoyMNI2acRRfql9e-Yt9pAGx3gxEAGvbrnbGCpO6gp6g=mo', 'content': 'Playful and informative', 'score': 4, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.3.2', 'at': datetime.datetime(2024, 7, 15, 13, 25, 36), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.2'}",2024-07-15 13:25:36,Playful and informative,4,Ntombizodwa Ndlovu,0,kids-math-games
"{'reviewId': '83075e41-8246-4905-ac36-f04c95fd13c4', 'userName': 'Saleh noures', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI4ml4j9dlyZewdHoFgCFyPf1mPVqnTHFq3xZ-imcKiTAjoJw=mo', 'content': 'My kids love this app', 'score': 5, 'thumbsUpCount': 8, 'reviewCreatedVersion': '1.3.1', 'at': datetime.datetime(2024, 7, 9, 5, 24, 19), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.1'}",2024-07-09 05:24:19,My kids love this app,5,Saleh noures,0,kids-math-games
"{'reviewId': 'f29ec1e5-e6cb-4443-a494-9f00d5beae97', 'userName': 'Carolyn Hodgen', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIy_RlemaLI7iZiy_OfLntGPG7zdYMZCRHKCJrtXLMtwQyQCA=mo', 'content': 'good for a 4 year old', 'score': 3, 'thumbsUpCount': 1, 'reviewCreatedVersion': '1.3.1', 'at': datetime.datetime(2024, 6, 22, 23, 41, 17), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.1'}",2024-06-22 23:41:17,good for a 4 year old,3,Carolyn Hodgen,0,kids-math-games
"{'reviewId': '34824566-5e89-48e9-b7f7-f55882fb15a3', 'userName': 'Aruna Kumari', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocK0crTRdaqYy2_4hFqPS7jSRRqhQrCnYbbi4x6Hg7h6oekxPw=mo', 'content': 'this game makes my child perfect in math, this is a good learning play group he', 'score': 5, 'thumbsUpCount': 37, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2021, 10, 8, 2, 1, 20), 'replyContent': 'Reviews from parents inspires us and gives us a purpose, thank you 🤩🤩🤩🤩🤩🤩🙏!', 'repliedAt': datetime.datetime(2021, 10, 11, 1, 56, 17), 'appVersion': '1.0.3'}",2021-10-08 02:01:20,"this game makes my child perfect in math, this is a good learning play group he",5,Aruna Kumari,0,kids-math-games
"{'reviewId': '73c5094e-efbc-4a09-a093-ae35c26e928c', 'userName': 'Aless Casasola', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWM1QUVgStGPq2v32uVgajYwEN2D7rzCXt9bGPhD8Azhfd2TTU', 'content': 'Love this game it helps my kids develop their cognitive in math', 'score': 5, 'thumbsUpCount': 5, 'reviewCreatedVersion': '1.1.4', 'at': datetime.datetime(2023, 4, 19, 6, 2, 46), 'replyContent': 'Thank you for the love and support! 👍🙏 Enjoy playing & keep learning :) 👍🙏', 'repliedAt': datetime.datetime(2023, 4, 20, 2, 58, 50), 'appVersion': '1.1.4'}",2023-04-19 06:02:46,Love this game it helps my kids develop their cognitive in math,5,Aless Casasola,0,kids-math-games
"{'reviewId': 'c92dc768-7ab8-4259-9422-31dd414acb71', 'userName': 'Freda Gyesi', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUWzxIWfnBpnuO_E2ofGfgfz-8cNEjjBatPNpJzUl-WA7qhde0', 'content': ""this app is very great .My kids love it and it's helping them a lot."", 'score': 5, 'thumbsUpCount': 6, 'reviewCreatedVersion': '1.1.9', 'at': datetime.datetime(2023, 9, 14, 2, 37, 26), 'replyContent': 'Review from parents truly inspires us to keep creating more free apps for kids 👍🙏', 'repliedAt': datetime.datetime(2023, 9, 22, 0, 5, 15), 'appVersion': '1.1.9'}",2023-09-14 02:37:26,this app is very great .My kids love it and it's helping them a lot.,5,Freda Gyesi,0,kids-math-games
"{'reviewId': 'a576316b-d240-4e2f-81b8-cabd669425a8', 'userName': 'Neh.education Padhai', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJjHw_4o0VZTUApiMD3010qPOq-cxue8Jj-STaPIGmnfdHBFw=mo', 'content': ""Please dont show answer.. Even before the child solves the answer is there then it's no use"", 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 7, 4, 10, 40, 41), 'replyContent': ""Sorry for the unpleasant experience you had with our app. You can turn off the Hint feature from the settings menu. If you continue to face any issues, please contact us at app_support@rvappstudios.com. We're here to help!"", 'repliedAt': datetime.datetime(2024, 7, 5, 4, 19, 20), 'appVersion': None}",2024-07-04 10:40:41,Please dont show answer.. Even before the child solves the answer is there then it's no use,1,Neh.education Padhai,0,kids-math-games
"{'reviewId': '1f370d56-dc4b-4fb9-b9c4-28ae2ad697f7', 'userName': 'Ernel Tomaquin (ERNEL)', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXXEiFAwO_2ZtYnmOPlffuSd0UMOfqIRBfRWjEtBafii9_kmw4R', 'content': 'God bless and God will bless you from philippines...', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 9, 23, 18, 47, 41), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-09-23 18:47:41,God bless and God will bless you from philippines...,5,Ernel Tomaquin (ERNEL),0,kids-math-games
"{'reviewId': 'b24e0a54-dce3-4e8f-8921-ed26f05cb6a3', 'userName': 'Maureen Michelo', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocL4VLsIhFC_yUGKmFWzTIYDXK646QtiFSKrV6ZCdHgb2gv_yQ=mo', 'content': 'still checking on it', 'score': 2, 'thumbsUpCount': 0, 'reviewCreatedVersion': '1.3.3', 'at': datetime.datetime(2024, 10, 8, 7, 11, 40), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.3.3'}",2024-10-08 07:11:40,still checking on it,2,Maureen Michelo,0,kids-math-games
"{'reviewId': '52551649-9768-4338-9586-a954564ee12e', 'userName': 'Lida Secoya', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIuARI4auOJWKxvBPGxlUhSekmh2d77bnRfaKqR70NPSSVfjQ=mo', 'content': 'Very good app, can help our children to learn', 'score': 5, 'thumbsUpCount': 16, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 12, 1, 3, 51, 36), 'replyContent': 'Reviews from parents inspires us and gives us a purpose, thank you 🙏!', 'repliedAt': datetime.datetime(2021, 12, 2, 3, 45, 31), 'appVersion': None}",2021-12-01 03:51:36,"Very good app, can help our children to learn",5,Lida Secoya,0,kids-math-games
"{'reviewId': '2cc15055-033f-46f0-ba8d-6a15ac0a0b60', 'userName': 'Samora Faranando', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKZWvqiynZNc7RgtM-xRr6A4hgxSfsB9HaoYAsmGcukikh-ng=mo', 'content': ""Best for children's my kids love it and its fun for them"", 'score': 4, 'thumbsUpCount': 95, 'reviewCreatedVersion': '1.0.4', 'at': datetime.datetime(2022, 3, 25, 22, 7, 47), 'replyContent': '🤔😭🙊. We hope if you like the app you will give us a five star 🌟. Every reviews matters and truly inspires us. 🙏', 'repliedAt': datetime.datetime(2022, 3, 26, 3, 14, 4), 'appVersion': '1.0.4'}",2022-03-25 22:07:47,Best for children's my kids love it and its fun for them,4,Samora Faranando,0,kids-math-games
"{'reviewId': 'ca72e734-bc78-4a01-a108-d9c70f1c7e1e', 'userName': 'Cindrella Debra', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLLAji6-alI63WpI6nZr8SW2grt9EfRG5ysKYLfgDOY-L8yWA=mo', 'content': ""it's a really good app that makes it easy for kids to learn"", 'score': 5, 'thumbsUpCount': 40, 'reviewCreatedVersion': '1.1.9', 'at': datetime.datetime(2023, 7, 21, 9, 14, 22), 'replyContent': 'Thank you for your review. Keep using our app :) 👍🙏', 'repliedAt': datetime.datetime(2023, 7, 25, 7, 0, 6), 'appVersion': '1.1.9'}",2023-07-21 09:14:22,it's a really good app that makes it easy for kids to learn,5,Cindrella Debra,0,kids-math-games
"{'reviewId': '95a83a0c-0031-4fd3-be41-8a825d3e2099', 'userName': 'knowledge world', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVe7DXLoQZyknqTKVBj1zG3cs1YlxJUECLr1H6NE2qN1u_-ywgmfA', 'content': 'Excellent for kids n unconditionally thanks for spreading free education.', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 10, 14, 8, 0, 47), 'replyContent': 'Thank you for 5⭐. This app is free, with no ads, no in app purchases, is a passion project. Please help us by spreading the word amongst your friends.', 'repliedAt': datetime.datetime(2022, 10, 17, 3, 35, 22), 'appVersion': None}",2022-10-14 08:00:47,Excellent for kids n unconditionally thanks for spreading free education.,5,knowledge world,0,kids-math-games
"{'reviewId': '4234aa19-f759-4ed1-9132-92a14b22538f', 'userName': 'John Agbodeka', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWnwDztLnk5Ga5WYO4ljDCXRvNoEgMg_AZOLrDGfFCucbA72Mc', 'content': ""Very very good app it's my two years son's home tutor"", 'score': 5, 'thumbsUpCount': 13, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 10, 12, 2, 57, 36), 'replyContent': 'Thank you so much for your review!', 'repliedAt': datetime.datetime(2021, 10, 14, 7, 28, 54), 'appVersion': None}",2021-10-12 02:57:36,Very very good app it's my two years son's home tutor,5,John Agbodeka,0,kids-math-games
"{'reviewId': 'e558a858-d324-4fa8-be57-3062b94cb525', 'userName': 'Hamza Atif', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUEV5jRgqR8DcEERsZdHi7qdRX7ulEuYDqjXBLXiYp3Or9D_Gg', 'content': ""It's such a nice game .....This game is so helpful for children....."", 'score': 1, 'thumbsUpCount': 4, 'reviewCreatedVersion': None, 'at': datetime.datetime(2022, 4, 16, 21, 45, 50), 'replyContent': 'Glad you like it! 1 🌟 means bad, 🙊😭⛔. Can you update the review if you like the app? Every review matters to us. Thank you. 🙏 🙏 🙏', 'repliedAt': datetime.datetime(2022, 4, 18, 2, 44, 49), 'appVersion': None}",2022-04-16 21:45:50,It's such a nice game .....This game is so helpful for children.....,1,Hamza Atif,0,kids-math-games
"{'reviewId': 'a97ec69e-db98-4751-8304-0cea0101320f', 'userName': 'Oghenemaro Lucky', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLamZgIiAIPVVD4H8PNrk3ikQlytwOFzWJAdLyJA4Usb1d2=mo', 'content': 'That app is a great app I love,the help teach child', 'score': 5, 'thumbsUpCount': 11, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 9, 4, 3, 13, 2), 'replyContent': 'Thank you so much for your review!', 'repliedAt': datetime.datetime(2021, 9, 4, 4, 37, 20), 'appVersion': None}",2021-09-04 03:13:02,"That app is a great app I love,the help teach child",5,Oghenemaro Lucky,0,kids-math-games
"{'reviewId': '3006f7f4-a70a-47fe-920d-d88c48ba65c5', 'userName': 'vijay chauhan', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWtXaB1ExY0dYiIPkwIMK9jQhtBx6NbahQrHl_raB163uddPz-q', 'content': 'good learning apps for children Thanks', 'score': 4, 'thumbsUpCount': 6, 'reviewCreatedVersion': '1.1.4', 'at': datetime.datetime(2023, 3, 2, 15, 11, 58), 'replyContent': 'We are glad you liked the app. We request you to give us a 5-star rating as it is the best encouragement for our team.', 'repliedAt': datetime.datetime(2023, 3, 2, 23, 35, 59), 'appVersion': '1.1.4'}",2023-03-02 15:11:58,good learning apps for children Thanks,4,vijay chauhan,0,kids-math-games
"{'reviewId': 'd7848780-8e27-40a7-8a1c-c1d26e21cba4', 'userName': 'jennifer clark', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXteLK5d6z8I6FDC71u_iCnqsiO61nvNdSdgkI5WYfyHbuj-4f3aA', 'content': 'My child loves it.. so educational and fun', 'score': 5, 'thumbsUpCount': 111, 'reviewCreatedVersion': '1.2.5', 'at': datetime.datetime(2024, 2, 24, 1, 8, 30), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.2.5'}",2024-02-24 01:08:30,My child loves it.. so educational and fun,5,jennifer clark,0,kids-math-games
"{'reviewId': 'c65eccde-ae98-4f35-bbd4-11b6f613c51b', 'userName': 'Karen Shields', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocINcgSk3lAplNzLEWqD2K8T0bZea1f5mStxlWfegSSOOVu2HA=mo', 'content': ""kids can't play without going to homescreen not great"", 'score': 1, 'thumbsUpCount': 159, 'reviewCreatedVersion': '1.0.4', 'at': datetime.datetime(2022, 3, 8, 4, 2, 13), 'replyContent': ""We'd love to understand what went wrong with your game. Please email us at app_support@rvappstudios.com so that we can try to fix it for you."", 'repliedAt': datetime.datetime(2022, 3, 9, 1, 36, 44), 'appVersion': '1.0.4'}",2022-03-08 04:02:13,kids can't play without going to homescreen not great,1,Karen Shields,0,kids-math-games
"{'reviewId': 'b62217c0-a2af-47d0-85c9-c3cd028f5f07', 'userName': 'Kudzai Mukaka', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIZSE63kZN3Z6ziRmwYGts-mGQfPmoYP1nhvSG2pWmOVoFLzA=mo', 'content': 'I need more learning games for kids', 'score': 5, 'thumbsUpCount': 8, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2021, 12, 7, 4, 11, 19), 'replyContent': 'Thank you for your support.', 'repliedAt': datetime.datetime(2021, 12, 7, 3, 34, 53), 'appVersion': '1.0.3'}",2021-12-07 04:11:19,I need more learning games for kids,5,Kudzai Mukaka,0,kids-math-games
"{'reviewId': '7ceead76-3717-4f0f-b988-662234ed35ce', 'userName': 'Fihima Rahma', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJGsLxnb7VelUmKiWEBL2nP52XkeG_fADPUFlB65WVre7vkYg=mo', 'content': 'best app, developed with sincere intentions. sending you biggest kisses & hugs XX XX XX', 'score': 5, 'thumbsUpCount': 37, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2021, 7, 28, 1, 10, 29), 'replyContent': 'Thank you for the ❤️❤️❤️, hugs, and support 🙏🙏🙏.  😀', 'repliedAt': datetime.datetime(2021, 7, 28, 4, 42, 42), 'appVersion': '1.0.3'}",2021-07-28 01:10:29,"best app, developed with sincere intentions. sending you biggest kisses & hugs XX XX XX",5,Fihima Rahma,0,kids-math-games
"{'reviewId': 'a9e5d279-39ed-472a-b5dd-9e3b9fd57108', 'userName': 'Jlos lee Oram', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKpPp7FzsarQ1w3_sjOyFn0Bwz22ZeVpaeqPJEmx_V36TkJkg=mo', 'content': 'Top kids educational game love this I even play it 😆', 'score': 5, 'thumbsUpCount': 11, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2021, 10, 13, 22, 14, 55), 'replyContent': 'Thank you for playing, support and wonderful review! Makes us so happy to read 🙏', 'repliedAt': datetime.datetime(2021, 10, 14, 7, 29, 50), 'appVersion': '1.0.3'}",2021-10-13 22:14:55,Top kids educational game love this I even play it 😆,5,Jlos lee Oram,0,kids-math-games
"{'reviewId': '13c6853b-e123-481a-a4ab-d58c5cbbccbf', 'userName': 'Sue Mon Hlaing', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKsas7dQMdHgKQJafqkOgLCf5sdJaJHw9Myh-DiZs_1bDi1=mo', 'content': 'my baby love this educational game.', 'score': 5, 'thumbsUpCount': 10, 'reviewCreatedVersion': None, 'at': datetime.datetime(2021, 8, 27, 6, 33, 11), 'replyContent': 'We are so glad to see your baby enjoys the game. Do share with your friends and keep supporting us :)\n', 'repliedAt': datetime.datetime(2021, 8, 31, 3, 36, 3), 'appVersion': None}",2021-08-27 06:33:11,my baby love this educational game.,5,Sue Mon Hlaing,0,kids-math-games
"{'reviewId': '0c2af50f-72b2-4b86-a5fa-2f86907a3675', 'userName': 'Eli M.', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIgU1s0vhyuxckfJcO63KOqBxR4PIeLUdgmdtK_ove834wO-g=mo', 'content': 'Tracing numbers on this app is non-responsive and sucks', 'score': 1, 'thumbsUpCount': 4, 'reviewCreatedVersion': '1.1.3', 'at': datetime.datetime(2022, 11, 28, 9, 2, 34), 'replyContent': 'Your problem needs more detailed examination. Please report it to our technical support team at app_support@rvappstudios.com. We are always looking to help our users.', 'repliedAt': datetime.datetime(2022, 11, 30, 4, 26, 46), 'appVersion': '1.1.3'}",2022-11-28 09:02:34,Tracing numbers on this app is non-responsive and sucks,1,Eli M.,0,kids-math-games
"{'reviewId': 'c7d13df2-4538-4c7c-a1a8-08aabf8eb4df', 'userName': 'Mavunda Rhulani', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJAq5Akg-aFZa78y2XKBDSeldUG4FtRekSYXbg2hVmeeDxN3w=mo', 'content': 'My son is going to love it and learn more through it', 'score': 5, 'thumbsUpCount': 9, 'reviewCreatedVersion': '1.2.5', 'at': datetime.datetime(2024, 2, 12, 22, 10, 15), 'replyContent': None, 'repliedAt': None, 'appVersion': '1.2.5'}",2024-02-12 22:10:15,My son is going to love it and learn more through it,5,Mavunda Rhulani,0,kids-math-games
"{'reviewId': 'ef199c25-5f59-42cb-84ea-8ac2d78e1d1b', 'userName': 'Dina Tahsin', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWCe1GCN5XvbeJ-1l_n2rMSczjoLB0oNQSD0ORJ1XPqJj26I5jA', 'content': ""It's awesome math games Thank you so much"", 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '1.1.3', 'at': datetime.datetime(2022, 12, 6, 11, 6, 10), 'replyContent': 'Thanks so much for the awesome review.', 'repliedAt': datetime.datetime(2022, 12, 9, 1, 42, 53), 'appVersion': '1.1.3'}",2022-12-06 11:06:10,It's awesome math games Thank you so much,5,Dina Tahsin,0,kids-math-games
"{'reviewId': '26a76381-8bc0-41af-8598-0452ccab4a1d', 'userName': 'Wilfred Oshile (AJUAN)', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjX9yTNuVm1yw5Ht8KR_I7ozzt8PnlLn4CSo0HWxXunyAHDnKSAm', 'content': ""it's a very interesting and helpful tool"", 'score': 1, 'thumbsUpCount': 21, 'reviewCreatedVersion': '1.0.6', 'at': datetime.datetime(2022, 4, 25, 6, 39, 47), 'replyContent': '😥😔Please update your review, 1 star means very bad and 5 star means Good. Every review matters to us, thank you 🙏.', 'repliedAt': datetime.datetime(2022, 4, 26, 1, 21, 20), 'appVersion': '1.0.6'}",2022-04-25 06:39:47,it's a very interesting and helpful tool,1,Wilfred Oshile (AJUAN),0,kids-math-games
"{'reviewId': '51648b8a-e798-4e0b-b399-69581709f341', 'userName': 'Janeth Jonas', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLIUX7yL5r_K2ejH-v9Wpmnf_ecOtEgvk7O4RFijwyK_rBKcA=mo', 'content': 'My child is so happy for this math games', 'score': 5, 'thumbsUpCount': 5, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2022, 1, 15, 5, 10, 38), 'replyContent': 'So glad to read your child is happy for this math games. 👍🙏❤️', 'repliedAt': datetime.datetime(2022, 1, 19, 3, 13, 12), 'appVersion': '1.0.3'}",2022-01-15 05:10:38,My child is so happy for this math games,5,Janeth Jonas,0,kids-math-games
"{'reviewId': '57916bcb-f121-4cdf-91e7-b6c6ea2d4479', 'userName': 'Janet Mosaso', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVXzJ7V99mGquioN6jnueSu3-iQeEe6U8EMsaDoieoYYX2QTtNy', 'content': 'Amazing. Now my daughter forget to see Rhymes and started to play Math games from ur app. The for d developers 🙏🙏🏻🙏🏻🙏🏻', 'score': 5, 'thumbsUpCount': 100, 'reviewCreatedVersion': '1.0.4', 'at': datetime.datetime(2022, 3, 2, 10, 30, 12), 'replyContent': ""We are so glad to see your daughter loves the game and is learning from it! Be sure to share with friends and family, it's support from parents that has helped us reach more kids 👍🤩🙏"", 'repliedAt': datetime.datetime(2022, 3, 2, 23, 33, 23), 'appVersion': '1.0.4'}",2022-03-02 10:30:12,Amazing. Now my daughter forget to see Rhymes and started to play Math games from ur app. The for d developers 🙏🙏🏻🙏🏻🙏🏻,5,Janet Mosaso,0,kids-math-games
"{'reviewId': 'ea4ef3ea-f420-4716-bf49-805431a8b6a7', 'userName': 'Eria Esplana', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjU-_aGNzVgV_4mmaXeUewoRI7YiA7D8YMqShUixoDSdQvWHHnul', 'content': ""My son got bored bcoz there's a hint already, he said there's no challenge anymore..sorry to say but that's is true."", 'score': 2, 'thumbsUpCount': 15, 'reviewCreatedVersion': '1.1.3', 'at': datetime.datetime(2022, 11, 15, 6, 22, 29), 'replyContent': 'Thank you very much for your review concerning our game. We are always collecting user feedback and emails that we can apply with updates.', 'repliedAt': datetime.datetime(2022, 11, 16, 2, 41, 27), 'appVersion': '1.1.3'}",2022-11-15 06:22:29,"My son got bored bcoz there's a hint already, he said there's no challenge anymore..sorry to say but that's is true.",2,Eria Esplana,0,kids-math-games
"{'reviewId': 'df3cd908-cace-47f9-8579-ca949beef1d2', 'userName': 'Murugan N', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKOEkaPQIG6q1RE3T1952_vI_tFWRyFXGASRpZL00naPriwgw=mo', 'content': 'very nice learn a maths with learn', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': '1.0.3', 'at': datetime.datetime(2022, 1, 1, 2, 30, 47), 'replyContent': 'Thank you for your review. Enjoy playing & keep learning :)', 'repliedAt': datetime.datetime(2022, 1, 5, 4, 26, 57), 'appVersion': '1.0.3'}",2022-01-01 02:30:47,very nice learn a maths with learn,5,Murugan N,0,kids-math-games
"{'reviewId': '585394e4-4878-4947-a3fa-1ddcb8476baa', 'userName': 'Millicent James', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLf836ZuCyJQl5fYlYDnOaNnEz9UrXh5I_VYoCXi8mP39oqzQ=mo', 'content': 'Great for my son to learn math from', 'score': 5, 'thumbsUpCount': 26, 'reviewCreatedVersion': '1.0.4', 'at': datetime.datetime(2022, 3, 16, 19, 13, 31), 'replyContent': ""We are so glad to see your son is learning from it! Be sure to share with friends and family, it's support from parents that has helped us reach more kids 👍🤩🙏"", 'repliedAt': datetime.datetime(2022, 3, 17, 4, 4, 58), 'appVersion': '1.0.4'}",2022-03-16 19:13:31,Great for my son to learn math from,5,Millicent James,0,kids-math-games
