date,developerResponse,review,rating,isEdited,userName,title,Name,IOS
2023-08-23 14:55:46,"{'id': 38879899, 'body': ""Thank you for such a detailed and thoughtful review. We're so touched to know how much you and your son love Pok Pok and hope that you both continue to have fun with our monthly updates and new toys. We promise to keep working hard to make the experience for him (and every other child) exceptional."", 'modified': '2023-09-12T20:11:52Z'}","My son took a minute to warm up to PokPok, but it is now one of his favorite activities. He loves to play pretend so the interactive towns are a big hit, as is the city building game. But really he likes all of the different activities. I also appreciate that the devs seem to add new games at a decent frequency, and the user experience is genuinely impressive. The fact that he can use both hands to interact with the games is a huge plus too, as it is more intuitive for him.
Obviously the biggest barrier for a lot of users is the price - on the one hand it is a fairly expensive app compared to others, but I would say that the incredible quality of the app and the lack of ads or constant prompts to buy things makes it worth it.  Developers deserve to be paid for their work, so as long as the quality stays high and they continue to add content, I’m happy to pay.",5,False,lvlysenbei,4 YO son is a big fan,pok-pok-montessori-preschool,1
2023-08-22 10:57:23,"{'id': 39766269, 'body': ""Thank you for taking the time to write such a detailed review, it means the world to us that you and your family are comfortable with Pok Pok. We built it for exactly the reasons you mentioned, and we're so glad it's supporting your family the way we hoped it would."", 'modified': '2023-10-27T02:52:35Z'}","We were hesitant about downloading an app for our toddler because we’re pretty strict about screen time. (We don’t allow him to play any other games on the phone/tablet, for instance.)

Pok Pok is really different from the digital games I see my nieces and nephews playing. It’s really engaging for our 3-year-old. The audio is very pleasant. The games on Pok Pok are more like different sets of toys. Each toy/game is designed in such a way that even a small child can interact with it and enjoy it, while older kids can figure out more of the details of making it “work”. 

We typically offer our toddler Pok Pok in the car and in restaurants, places where bringing other toys is impractical. I don’t love this parenting practice, but it often feels better than any other option. Pok Pok has been a good tool for these situations, and our son enjoys it.",5,False,Sleeping Lion Farm,Very pleasant app for toddlers,pok-pok-montessori-preschool,1
2023-06-16 21:50:47,"{'id': 37971374, 'body': ""Making cake for a dog is literally the cutest thing we've heard all day. We are so glad that your son is enjoying it so much, AND that you are too. Your feedback means so much to us! Thank you for taking the time to share this with us and for recommending it to other parents. We're so grateful you're part of our Pok Pok Family!"", 'modified': '2023-07-29T14:26:09Z'}","I LOVE this game for my little guy; he really enjoys it and it was user friendly for him as he quickly understood how to explore the different game bubbles. His favorite thing was putting ingredients in the oven and it turning into a cake and then feeding it to the dog. I like that it gets them thinking critically and explore using imagination. As a parent, it’s the only app I like for him to play because not only is it educational (in ways other apps arnt) but it’s close looped meaning he can’t somehow get stuck on a billing page or upgrade request page. He doesn’t need me to help him navigate it as it’s super toddler friendly! Game changer for long car trips or waits in a doctors office where I need him to sit still. I will be using this as our go to game and recommending it to friends with kids (found out one of my close mama friends already loves it as well!).",5,False,Ari2729,The best phone game for toddlers,pok-pok-montessori-preschool,1
2023-12-15 17:29:24,"{'id': 41045400, 'body': 'Thank you so much for your amazing story! We are so happy to hear that your kiddo fully enjoys Pok Pok and benefits from the calming aspect of the productive play. Thank you again!', 'modified': '2024-01-03T06:05:34Z'}","My kiddo was diagnosed with ASD not to long ago and we’ve been trying to find anything that can help with meltdowns especially when we’re at the store and pokpok helps him so much, sometimes he will just turn on the music and listen to it play while we’re shopping around and especially in the car it helps calm him down when he’s overstimulated which is good! Even at night when we’re trying to wind down from the day he likes to play it and helps him to fall asleep and it’s good bc it doesn’t take very long. It’s also a good app for if you want a good amount of screen time, I noticed a lot of the games are cause and affect he’s definitely learning which helps me bc I’ve had a hard time trying to get him to understand what hot and cold is and facial expressions so I like that he gets extra attention on those areas.",5,False,Lexi :P,We Love PokPok!,pok-pok-montessori-preschool,1
2024-04-19 08:27:00,"{'id': 43965007, 'body': 'Thank you for the kind review! We are so happy to hear of this :) ', 'modified': '2024-05-16T22:10:09Z'}","I downloaded this app after I saw it on an ad. My son is about to be two years old and he liked some of the games, although they were a little hard for him to figure out without me showing him. I realized he kept switching games too often and didn’t seem super interested and so I ended up canceling the trial. A little later, they reached out to me to see why and if I could give my opinion on things I would like to see, or that they could make better. I personally have not experienced that before. I really appreciate that they genuinely care about user’s experience and improving. We ended up downloading again and now my son hasn’t gotten off of it lol. I do like that compared to other toddler games/apps this one is a lot less stimulating and really encourages him to figure things out on his own.",5,False,alexismoua,A company that cares!,pok-pok-montessori-preschool,1
2022-09-04 17:46:24,"{'id': 31895459, 'body': ""Hi JadePinkluv and thank you so much for taking the time to pen such a lovely review! We're so glad that Pok Pok Playroom has been a hit with both of your kids and that they are enjoying the different toys, gadgets and gizmos. We wish you many happy hours of exploration ahead!"", 'modified': '2022-09-07T18:08:37Z'}","As a born again Christian widow with 2 kids under 18, I have an autistic teen with PTSD, high anxiety and depression. I also have a 5 year old with high energy and possible ADHD…possibly. They both are sensitive to loud noises and enjoy playing around with the app of gadgets and gizmos, sounds, buttons, cute music, bells, flipping switches and creations. It’s like the discovery lab or discovery/ exploration museum’s but all in one app.  It’s great for places like when we’re waiting for the doctor at appointments, when you have the kids with you at the DMV/MVA, and the like or just because.  Places where you have to wait long periods with kids or even kids on the spectrum, Pok Pok is a great app to by some time and have some fun…. Quietly lol. Sago Mini World and Sago Mini School are along the lines of wonderful apps. I have them all and highly recommend!! 5 stars 🌟 💫all around!!",5,False,JadePinkluv,Love this app!,pok-pok-montessori-preschool,1
2024-05-02 04:45:19,"{'id': 43965095, 'body': ""That's amazing! Thank you so much!"", 'modified': '2024-05-16T22:16:14Z'}","From the moment I opened the app and played around for a few minutes, I lowered my phone to the right height of my 18m old. making sure it can be seen by her. She immediately turned around from across the room (living) and sat in her chair, (which is just a hand me down foam kids chair- her big sister gave her) keeping eye contact with me and the device all at the same time…seemingly, then simply raises her hands up with her arms straight, as if saying- ‘okay- mom! You got me here, give it to me now; I can handle the rest…’ ~~oh, goodness I crack myself up at times…lol~~ 
But all seriousness aside- I highly recommend this app to anyone with little ones- specifically 1-7 years old: it really has everything for everyone at these ages. I think anyways. 
Keep up the great work! You really have something here!!",5,False,Kevychevy420,Instantly became a fan!,pok-pok-montessori-preschool,1
2024-04-12 01:59:42,"{'id': 43964769, 'body': 'Thank you for the kind review! yay for productive play :) ', 'modified': '2024-05-16T21:48:47Z'}","When I first downloaded this game I thought that it wouldn’t be very fun but was actually surprised. It’s very true to what it says in the description. It’s a non-stimulating game full of digital toys. And it is very fun, even for an adult. My toddler took to it right away and enjoys it each time he plays. Surprisingly he doesn’t get mad when I take it away. Which was something promised in the description. I didn’t really think it would hold true, but he really doesn’t get super attached to it. 
I have to mention also that this is a game/app that I don’t feel guilty about letting my toddler play with. It’s not something I just let him play whenever. But it really does come in handy in difficult situations for example, the doctors office, long car rides, etc.  I’m sure it is a game he will enjoy for quite a long time.",5,False,A7796,So fun!,pok-pok-montessori-preschool,1
2024-09-18 20:37:26,"{'id': 47305428, 'body': ""This is incredibly kind and we are so touched that you've shared these amazing experiences with your son with us! Thank you!! 💙💛❤️"", 'modified': '2024-10-08T20:17:26Z'}","My five-year-old autistic son and I absolutely love this app! It’s been an incredible experience to sit with him and watch as he discovers how things work in such a natural and intuitive way. The app’s design, where no one speaks, allows him to explore and learn on his own terms, and I love that it focuses on practical life lessons. For example, he learned that you can’t flush a diaper, and it needs to go in the trash instead. It’s these small but important moments that make this Montessori app so special. It’s both educational and engaging, helping him learn about the world around him while having fun. Highly recommend to any parent especially since they offer a free trial for you to find out for yourself. Thank you to the people at Pok Pok, you have a life changer 😊",5,False,MommaBear504,Absolutely love and highly recommend from one parent to another!!!,pok-pok-montessori-preschool,1
2024-02-24 01:03:10,"{'id': 42370742, 'body': 'Thank you so much for such a detailed review! We are so happy that your 3.5 year old loves our app :) We are also absolutely honored to have been able to help you rethink the way technology can be integrated into a life with a toddler. With a healthy dose, it can definitely be a very excellent tool for learning! Once again, thank you so much!!!!', 'modified': '2024-03-04T20:28:54Z'}","TL;DR — GET THIS APP! 🤍

We try to limit screen time, and I’ve been recently thinking about how to use tech as a tool with our 3.5 year old vs just something to avoid at all costs. We’ve been looking for an app that we not only feel comfortable with, but also feel is benefitting him instead of just passing the time. 

I was not expecting this app to do so much, look so nice, or spark so much creativity in our little guy! 

When they say each part of the app is like a virtual “toy”… they aren’t kidding! Marble run, drawing, dress up, pretend play, you name it! 

I’m impressed with how much intention has gone into every aspect of the app. This might sound dramatic but this made me rethink what technology can be for my kids 🤯 I don’t feel the need to limit his use of this app at all. Just like with his toys, he comes to a natural end with what he’s playing with and wants to do something else. Sometimes it’s another toy in the app, sometimes it’s another toy in his playroom. We rarely have meltdowns when we are done with playing, and there are endless ways to play together in the app! 

I would absolutely recommend Pok Pok and, at the risk of them raising their prices 😜, think it’s definitely UNDERPRICED for everything you get! 

Love love love!",5,False,Snigluv,Best thing we’ve found!!!,pok-pok-montessori-preschool,1
2023-08-25 01:12:49,"{'id': 38879766, 'body': ""Thank you for sharing this with us! It's totally normal for kids to ease into toys, apps, etc. but we are always excited to hear about when a child really falls in love with Pok Pok. We'll continue to add new updates/toys every month and hope that your son keeps enjoying them. Thanks again!"", 'modified': '2023-09-12T20:06:27Z'}","My son (3) initially didn’t like this app for some reason which was a shame because I thought it was super cute and loved that it was marketed as a toy rather than a game. One day he wanted to draw on my tablet and somehow got over to our expired pokpok subscription and wanted to play it so I bought it again. Well, he loved it. His favorite modes are the boombox, the music maker, and the drawing grid where I think the draw is that they don’t have to do straight lines, they have that grid guidance. I think some of the modes are very minimal in terms of what you can do in them so he doesn’t go in them very much but overall as long as the same attention to “play” and mindful-minimalism is put in by the team, I have hope for new game modes and I’m sure he’ll love them. So we’re subscribing for the foreseeable future.",5,False,Aldonbagaquaai,Warmed up to it,pok-pok-montessori-preschool,1
2024-02-08 04:08:54,"{'id': 41946089, 'body': 'Thank you so much for such a detailed review! We absolutely agree that stimulation is healthiest when they are in calm and gentle doses. Allowing little brains to both think and relax is important for productive play! We welcome your whole family to our Pok Pok community! :) ', 'modified': '2024-02-14T16:39:12Z'}","You can tell by all the reviews this app is so cute and very easy for the kids to play with without annoying ads or the constant need to look over their shoulder to make sure it’s appropriate! My 3 year old stays at home with me and it can get boring sometimes so I downloaded it and they love it! There’s tons of options and little fun games and activities for them to do without it being overwhelming. When I downloaded it I played with the app for 30 mins(sadly, I’m not lying lol) it’s fun and allows your brain to relax in a way? We are a Jesus loving family and my children aren’t allowed to play most games but this one gives me peace of mind that nothing that we don’t teach in our household is on the game. It’s very neutral and the best part is there’s no annoying sounds!!",5,False,snhoek,Just get it! I promise you’ll love it!,pok-pok-montessori-preschool,1
2024-03-24 02:41:49,"{'id': 42824346, 'body': 'Thank you so much for such kind words! We are so happy to hear that Pok Pok has been a huge help for your son. ', 'modified': '2024-03-26T00:26:13Z'}","I found pokpok through a random influencer in a reel and THANK GOODNESS I did. My son is Five and overstimulation is a huge battle for us. Games, shows, videos that are made these days are extremely over stimulating which while it may keep him busy for a little once he’s over it he hops off and is high energy and chaotic which leads to emotional crashes. Not to mention the extreme addiction to games (even things like other “educational” apps) they give rewards and new levels for winning which creates an obsession to playing, high emotions when he’s not winning, and completely zoning into them which makes him completely unaware of his surroundings. POKPOK is calm, gentle, fun and educational, but without the triggering over stimulating and addictive traits other games have.",5,False,Mommasadie94,Calm fun play,pok-pok-montessori-preschool,1
2024-05-25 17:46:47,"{'id': 45182546, 'body': 'Thank you so much for your kind words! We absolutely appreciate you taking your time to write us such a thorough review!', 'modified': '2024-07-10T22:27:01Z'}","Allow me to reiterate that this app is indeed GREAT and I recommend every parent to give it a try. Our 3 yr old daughter who is also autistic immediately took to it and engaged heavily with it. Unfortunately for us, it soon became addictive for her in some areas and extremely upsetting to her in others - specifically with the “eyes” button as she didn’t like the pages transitioning automatically and favored more pages than others and there’s no way to customize that experience for her or turn off the transitioning so she can easily access the page she wanted without waiting for the timer. Her favorite buttons were usually the dress up button and the little town. I really wanted her to love this app bc it’s such a cool concept, but unless there can be some light customization enabled, it’s not for us at this time.",4,False,KristenxKayotic,"App is great, just not for my kid",pok-pok-montessori-preschool,1
2024-07-23 03:29:31,"{'id': 45692037, 'body': 'That\'s amazing! Thank you so much :) we are the cure for the ""iPad-kid"" epidemic! ', 'modified': '2024-08-01T23:36:25Z'}","I love how these “games” aren’t flashy, they don’t overstimulate, and kids aren’t trying to win anything. It is fun for my 2 year old. We only use it about 30 mins a week but it’s worth it during times I really need him occupied and I’m trying to get something done. The muted colors and lack of working towards winning keep it from triggering addictive tendencies that other games use to keep kids interested (or has them unwittingly spending money to win). This game has no hidden costs so I don’t have to worry about random purchases. Overall, I would recommend this app for parents of little kids who don’t want to turn their kids into “I-pad kids” but want them to learn and have a fun distraction every once and a while.",5,False,KimberAnneWolf,Fun games for littles,pok-pok-montessori-preschool,1
2024-04-26 21:46:11,"{'id': 43964853, 'body': 'Thank you so much for your kind words!', 'modified': '2024-05-16T21:56:25Z'}","My identical twin grandsons are smart and getting smarter.  we have tried a few apps, including some that are huge hits, like SpeechBlubs.  Pok Pok is different in that this is not just what to think but how to think and the rewards of following curiosity. Most of the games we’ve seen are repetitive and a little bit… Boring honestly. This is never boring and it shows the children so many interesting things about our world. it still surprises me and we’ve had the three months! Highly recommend, delightful and thoughtful and true to life in a gentle way.   I love that. All types of families are represented all cultures, animals, ocean creatures… It’s marvelous playtime & good use of limited screen time.",5,False,Mystic Elise,"Impressed, Open ended learning! Curiosities galore! Supreme Screen Brain play",pok-pok-montessori-preschool,1
2023-07-08 19:07:44,"{'id': 37971239, 'body': ""Thank you Karin! You are such a thoughtful parent and we really appreciate you taking the time to leave us such a detailed review. We are so happy that you and your kids all love it and are really happy you're in our little Pok Pok Family!"", 'modified': '2023-07-29T14:10:08Z'}","My family loves this app. My kids are 3.5 and 2, and both equally are engaged with it. Sometimes they watch each other and play together, other times they just play next to each other. On nights when one parent is out this is a life saver. We all try to minimize screen time as much as we can, but sometimes we all need help! We love the open-ended-ness of the toys and how new things always pop up. I love to watch my kid play and see what she chooses to do within each toy. We also love that people of all body types, family types, and appearances are present as it’s something that is important to our family. I especially appreciate the care that goes into every detail by the creators, and the welcome gift is so sweet! We ♥️PokPok!!!",5,False,KarinGarg,We love this app,pok-pok-montessori-preschool,1
2024-04-21 16:33:51,"{'id': 43964935, 'body': 'Thank you for the kind review! We are so happy to hear of how much Pok Pok has made life better for you and your amazing family :) ', 'modified': '2024-05-16T22:01:38Z'}","this app is incredible. my 5, almost 6 year old is often asking to play games on my phone. i usually deny these requests because he can easily be aggravated by mobile games. He clicks on the wrong thing, clicks on ads, and the games overstimulate him and cause his behavior to escalate after playing them. 

this app is amazing. so many different games to play and areas to explore. they’re all open ended and there’s no rules causing no frustrating and no negative feelings of self. he can just explore, be creative, and he’s had so much fun. it’s cut down on video screen time, he asks to play this more than asking to watch something. 

i wish i knew of this app sooner. genuinely sad that i didn’t. will gladly pay for this app.",5,False,ariecat,pure shock,pok-pok-montessori-preschool,1
2024-02-23 08:37:15,"{'id': 42294107, 'body': 'Thank you so much for such sweet words! Our hearts are absolutely warmed to hear of how much joy and relief Pok Pok has brought to your amazing family. ', 'modified': '2024-02-29T19:28:34Z'}","Let me share our story with you all. 
In the midst of preparing for a plane ride with my two children, I was in a frenzy trying to find any and everything to keep my 3 year old occupied while I would have my 10 month old in my lap, tending to him. I scrolled through a bunch of kid-friendly, educational apps and ended up downloading Pok Pok along with some other great, high quality learning apps that he could play while we were on the plane.
Let me tell you, my 3 year old LOVED Pok Pok during the free trial.
He ended up liking it so much that once the free trial ended, he was still talking about it.
We don’t do a lot of screen time, but it was such a fun and explorative app. I mentioned paying for another month to my husband, who was very hesitant (he doesn’t believe in paying for apps) so we left it at that.
Then about a month or so later, we got the little “play kit” in the mail that was basically stickers and another activity, as well as a handwritten note to my son from the Pok Pok team. 
My son was SO HAPPY and immediately recognized Pok Pok.
My husband was impressed and purchased the yearly subscription right after. 
💞💞 thank you Pok Pok!!",5,False,Goldenbarbiee,3 year old approved!,pok-pok-montessori-preschool,1
2024-06-09 16:17:56,"{'id': 41946135, 'body': 'We are so happy to hear that! Thank you for such a detailed review and your feedback on bugs. Thank you for being a part of our lovely community! ', 'modified': '2024-02-14T16:40:55Z'}","My baby (2 year old toddler) loves this game or activity app, not sure how to describe it. The app says it’s not addictive but it takes me a while to get the tablet away from my daughter. It’s definitely a good investment, I see that she is learning from the game, moving objects, dressing people, putting food in blenders, bubbles in the shower and sitting people ion the toilet, dancing with the music juke box or whatever that is, small things for me but huge steps for her. Only complaint is that I wish the “bug” world was bigger, it’s small compared to the other ones, and it needs a jungle full of animals. In short, I totally recommend this app to other parents. 

Update:  my daughter isn’t too interested like she used to be.  What I don’t like is that the developers cannot help themselves and choose to make it their business to teach other peoples kids about sexuality and pride month, just keep it as a game, it’s not your job to teach about sexual lifestyles and preferences.",1,True,Angry userrrrrrr,Baby Genius,pok-pok-montessori-preschool,1
2024-06-07 09:35:08,"{'id': 45203740, 'body': 'sorry to hear your frustration with pricing, reach out to support@playpokpok.com and we will help you get a refund.', 'modified': '2024-07-11T15:19:07Z'}","I think the vision behind this is great, and the games themselves are very well done, although a few of the ""separate"" games are the exact same thing with different theming. Unfortunately, after a brief free trial, this app requires a pricey subscription. As nice as they are, I just don't think the games are worth even $23 a year (which is a deal they're offering as of writing), let alone $7 a month. I think a one-time charge of about $5.99 would be fair, with future new content available for additional charges. It's a real shame that so many apps and services push a subscription model these days.

There are many equally well done no-language apps for kids out there that you can get as a cheaper one-time purchase. The only thing that truly sets this one apart is a very minimalist aesthetic.",3,False,Unique Keysmash,cute but requires an overpriced subscription,pok-pok-montessori-preschool,1
2024-02-02 13:41:40,"{'id': 41066780, 'body': 'Thank you so much! We hope you still like it!', 'modified': '2024-01-04T03:57:49Z'}","I opted to give Pok Pok a shot after seeing it appear on the ad.  I'm extremely happy to report that I uninstalled all other kid apps after watching my three-year-old use this one. There is a wonderful theme to it all, which is just right and not too overwhelming, and there is so much creative freedom to play as the kids want without constraints. With every other children's app we own, my child would always come to me for assistance when they want to purchase something or when an advertisement appears, but not with this one. Everything has been carefully considered, and I adore Pok Pok for this! I will always maintain our yearly subscription. Thank you for this amazing app, it’s something I’ll always recommend.",5,True,lesliejudithmtz,Love the creative freedom,pok-pok-montessori-preschool,1
2021-06-10 17:16:38,"{'id': 23343308, 'body': ""Thank you so much, John! We really appreciate your kind words and are thrilled that your 4 year old is enjoying it so much. It's wonderful to know that all of the little details are standing out to you. Thank you again for the wonderful feedback, and we can't wait to hear what you think of some of our new toys! "", 'modified': '2021-06-12T13:03:29Z'}","THANK YOU for making such a wonderful app for kids. There are far too many kid apps in the App Store that are poorly designed, littered with ads and are unintuitive for the age range they’re made for. Pok Pok is the exact opposite, and it’s very clear why it’s a finalist for an Apple Design Award. My 4 year old also has trouble focusing at times, but he’s been able to sit down for 20-30 minutes straight playing in the massive town you built with all the trucks and buildings. I can clearly tell a lot of care was put into animating each and every character and gadget in all your games, too. The attention to detail is just fantastic! I’m very much looking forward to seeing what you add in the future.",5,False,JohnSchlemmer,Wonderfully designed! My 4 year old loves it!,pok-pok-montessori-preschool,1
