date,review,rating,isEdited,title,userName,developerResponse
2020-04-05 13:00:39,"There is a problem in the app. I have subscribed monthly, but out of the blue the app says that I am not subscribed, when I reclick to subscribe it says that I am already subscribed .... but all features are locked. So I am paying for the service but not being able to access it. Not sure why... could someone please help.",5,False,"Great app, very educational, several different activities",Cattsung,
2020-06-10 16:36:17,"I’ve now tried over 14 times to try the free trial on monthly basis. The app is the current version but always gets stuck on the white gear to subscribe. I managed on one try to enter my email and password which it retained, but still can’t get past the gear screen. I’m on 2020 iPad all operating systems current and so frustrated for my kiddo that wants to play the doctor game. I think an app owner / developer should try the subscription functions themselves from multiple devices to be sure they work. Nothing more of a turnoff than not being able to pay for an app and not be able to move past the buy us now screen.",1,False,Can’t subscribe after 14 tries,A_Fast_Racer,"{'id': 15924097, 'body': ""Hello, we are sorry for that, just so you know you can directly subscribed from our website. You can contact us to support@edokiacademy.com we'll assist you and give you more information. "", 'modified': '2020-06-11T12:03:27Z'}"
2022-08-31 14:50:37,"It’s so hard to navigate the pros and cons of introducing young children to technology. But I feel good about this app. Personally, I greatly prefer paying an annual subscription over bombarding the kids with ads. It’s so manipulative to be a “free” app that pushes pop-ups on kids every few minutes. I’d gladly pay for quality media to avoid advertisers in my kid’s content.",5,False,My daughter’s favorite,hypnocakes,
2019-11-27 00:48:50,"The game used to be great and works fine but as they added more items which is great the game is lagging out and freezing more and more. The bugs gets my son confused and then deters him from wanting to continue learning and explore. It’ll be great if all the bugs and the freezes can be fixed, otherwise this is becoming a waste of money to subscribe to.",4,False,Bugs and freezes,Mini_luke,"{'id': 12214799, 'body': 'Hello and thank you for your feedback, could you please contact us on support@edokiacademy.com as there is a new version available and we would like to know if it fixes your issues.', 'modified': '2019-12-04T19:15:03Z'}"
2021-01-03 21:30:17,"This app is great so far and my three year old loves it.  Also, about the featured review... unless you’ve changed the app,  there was nothing that looked like a penis and I wonder if the person that wrote that review has ever seen one.  It’s sad that people take anything that is shaft shaped and try to make something out of nothing.  Stop trying to ruin children’s games because you’re a Karen.",5,False,Awesome,Shamickaw,
2023-02-25 19:21:02,"The different games is a great thought, but the app and execution is terrible. I purchased an annual membership, and it worked only for a month and a half. The app opens up, but then crashes every time, and I’ve tried it in 4 devices (Kindle fire, 2 ipads and iPhone). I contacted yen company and they said to dispute the cost with Apple for reimbursement,  but Apple only reimburses purchase jn the last 30 days. The company won’t reimburse me the rest of my annual subscription cost. So, terrible app and terrible, unethical company.",1,False,"Annual subscription - worked only a month, won’t reimburse",VKatrina,"{'id': 35226219, 'body': ""Hello, please contact us again with apple's answer. "", 'modified': '2023-03-06T10:08:11Z'}"
2022-10-09 02:00:56,"I did a good amount of research on similar applications before subscribing and I’m glad I went with this one. He also has video games on his iPad, but that doesn’t stop him from engaging with this app on a daily basis — which is awesome because this is the only app that’s useful for him to really learn.",5,False,My child loves this app,NoahOliver's dad,"{'id': 32677184, 'body': 'So glad to hear it, thank you for sharing!\n', 'modified': '2022-10-19T21:25:17Z'}"
2021-10-12 21:22:09,I instaled this game for my sister she loved it till it started kicking her out and saying please try again i always check the  internet and its fine i even  turned the internet off then on she still plays this but mostly plays ABCmouse                                     Thank you for making this game,4,False,GREAT but one thing,snsakama,
2023-02-16 05:56:42,My son normally turns his nose to any kind of educational book or app I show him.  BUT NOT THIS ONE!  He begs for more time to play on this app.  I love to hear him practice the sounds of letters. He enjoys all the different choices of play there are and will sing praises to himself when he does well! Download this ASAP.,5,False,The 1 app I happily pay for,Victoria Edris,
2021-03-01 21:50:49,My granddaughter had been attending a Montessori school until COVID hit and they shut down. We babysit her two days a week and were looking for something to keep her intellectually challenged. This app was great for her. It provides the necessary challenge and the logic to go from lesson to lesson is just as valuable. Highly recommend it.,5,False,Great App!,John McE,
2020-02-29 23:45:48,"Hi, I signed up for the trial subscription to let my toddler play with it and decide. She liked it for a while and then decided she preferred another app. I went to cancel and it looks like I was signed up for a yearly subscription vs a monthly. I do not recall being given a choice... that is super frustrating! 

From a teaching perspective, games were good, especially for teaching the alphabet. But my kiddo just preferred something else.",3,False,"Good learning, confusing trial process",VBMumm,
2020-08-07 01:31:16,"This is the most amazing education app for my 2 year old I have found and worth every dollar. There are so many layers to this game, so many interactive things to do, and within those activities and themes are even more activities. Endless fun and learning.",5,False,My 2 Year Old is Learning,cayshavers,
2021-03-14 06:33:32,"My daughter loves this app! But after the recent upgrade, there are certain sections/games she tries to play but it just keeps loading. This happens when she tries to go into the garden or the shop.

Can you please fix. Thanks!",5,False,"Great app, but issues after update",me_ninja,"{'id': 21669073, 'body': 'Hello, please contact us on support@edokiacademy.com and ask for Valérie, we can definitely help.', 'modified': '2021-03-15T23:39:33Z'}"
2024-10-05 04:22:39,"We’ve had this app for 3 weeks so far and my almost 4 year old loves it! There’s a wide variety of games to choose from, and he’s definitely learning from it! I feel like it’s well worth the money!",5,False,Fun and engaging!,Rosy21092,
2023-07-30 14:33:58,I was initially thrilled with this app as a virtual therapist working with little children. However a few months ago my primary activity on the app stopped working and the developers have only responded that it is a known bug and will be fixed in the next version. It’s four months already and this $60 app is just sitting unused on my desktop. How is this fair?,2,False,Waste of my money,Therapist in NJ,"{'id': 38386803, 'body': 'Hello, we are sorry for this inconvenient. This bug has now been fixed in version 5.1', 'modified': '2023-08-18T16:17:12Z'}"
2020-09-02 22:03:04,"I’m not going to leave a long review but I do want to stop in and mention how disappointing it is to see such a great app have such little functionality for the target age group. 

Small children are not able to start their touch within the bezel so all I see is my little one switch screens and pull down the lock screen or close the app altogether. 

Please fix this and I would gladly pay.",2,False,Needs work,dnshdnfn,"{'id': 17696977, 'body': 'Hello, we are really sorry . Our app is designed for children from 3 to 7 years old. If you want you can contact us at support@edokiacademy.com we will give you more information.', 'modified': '2020-09-04T14:33:12Z'}"
2020-02-18 16:45:31,"We are homeschool parents of five. Our 2-year-old is at the 4-year-old level on this now because she loves it! It keeps her busy & learning when I need to get things done:) Our 6, 10 & 12-year-olds like the science & ""shopping"" areas too!",5,False,Busy Momma/Teacher,MICHAELMA GEORGEER,
2024-07-31 16:58:11,"This app just stopped working and continues to ask me to purchase. I sent them a receipt of my subscription and for 2 weeks they can’t tell me what’s wrong. I’ve asked them for my money back and now they aren’t responding. Same thing with their other app Joy of Reading. I am reporting them.

UPDATE: Looks like they responded but LIED. You didn’t help. You didn’t respond after I asked for my money back! I spoke to Valerie and Marie. And both ignored me. 

AVOID THIS APP AT ALL COSTS!!!!",1,True,TERRIBLE,ALK8817,"{'id': 45643872, 'body': 'Hello, we’re sorry to read this because we help all of our clients and the app definitely should not stop working. Please ask for Maria when you contact our support team. ', 'modified': '2024-07-31T06:23:00Z'}"
2020-05-19 06:24:23,"There are tons of things to do. Got the month trial, but probably won’t do the annual pass. Gonna have to remember to cancel first and then resubscribe under the right model. (For those of you having issues)

Also, I thought I heard the “terminal bell” noise from the GNOME project?",5,False,My kid loves this,ampersandcastles,
2021-04-17 02:28:00,Update was a little glitchy. Had to reload program. In the end it worked. Good updates. Child loves the program so glad it worked.,5,True,Update stalling in download,MOMLam2,"{'id': 22290619, 'body': 'Hello, can you please contact us on support@edokiacademy.com so we can help you. ', 'modified': '2021-04-16T20:22:07Z'}"
2021-08-08 19:44:11,The app is really good and the activities are nice! But when I click on the piano it goes there then gets a bunch of loading screens and it keeps going faster and faster and faster and I get sick of it and my kid said what is going on… so FIX IT,4,False,WHAT THE HECK MAN,kawaii zoe,"{'id': 24584516, 'body': 'Hello and thank you for your feedback, this issue is fixed in version 4.0 now available on the app store.', 'modified': '2021-08-18T17:40:11Z'}"
2020-02-11 20:36:20,"I just love this app because I feel that it is intelligent screen time. Kids love to learn their ABCs and practice phonics, there is also lots of entertaining smart content. I would give it 10 stars if I could!",5,False,Screen time,MarciaMarciaMarcia431,
2023-03-19 13:17:13,I want to do the restroom is it ok if you make the restroom and other things free for poor people too because what if they have no money so please please make some more things free,5,False,Add more free stuff,Emma Elizabeth Luetzow,
2019-12-22 05:24:03,"Plenty of categories for kids to choose from as is the Montessori way.  After just a few times in using the app, my child can sing Korean songs!  (Obviously we don’t speak Korean).",5,False,Educational in a fun way!,Khcir,
2023-03-05 16:41:36,"everytime my daughter gets to the bees section, it freezes and we have to back out of it and re-open the app. Theres no way to go back.",4,False,Freezing,tay1418,
2020-02-18 16:45:43,"I love this app!! I’ve had Montessori Preschool since my daughter was 2. It has helped her a lot in kindergarten. She loves doing Montessori Preschool, asks all the time to do it. I just wish there was an option to lock her out of the game section. Lol",5,False,Absolutely love it!!,MCDONALDTER JEFFMA,
2023-12-01 15:16:01,Received the “free trial” for $10 on the spot instead of when the trial ends. I signed up and it instantly charged me so I don’t understand how it’s a free trial. I didn’t even get to see if it’s a game my kids wanted to play before it charged me so here I am stuck with it for a month.,3,False,Not a free trial.,giantsfreak626,"{'id': 40745588, 'body': 'Hello, please contact our support team on support@edokiacademy.com. ', 'modified': '2023-12-18T09:30:35Z'}"
2023-03-22 20:40:19,My kids are super engaged and are able to practice school work while using technology.,5,False,Great activities for kids,Pujols787,
2020-08-29 16:52:05,"We purchased this app last month for the yearly subscription and now when my toddler goes in to signup, it’s telling me I have to sign up and pay again. Very disappointed! Didn’t want to leave a review but there is no other way to reach anyone to discuss this issue. If we aren’t allowed access to the app, then please refund the amount we paid and will take our business somewhere else.",1,False,WANT A REFUND!,beanigurl,"{'id': 17606836, 'body': 'Hello, please contact us at support@edokiacademy.com we will help you with the access to the app. ', 'modified': '2020-08-31T13:36:21Z'}"
2021-11-30 02:19:32,My lil one have been playing with this app for 2 years already and he learn so much... he just start PK and he knows almost everything they’r teaching.,5,False,Best preschool app,btzy7,
2023-07-01 17:37:35,"Guys get this for your kid I downloaded it for my kid and she is loving it! Get this for your kid too! There is lots of tabs and games that they can play! Like doctors, shapes, and more!",5,False,Idk but this game is non stop playing,AliKatisAdorable,
2020-03-18 12:56:12,First of all this is the first game I really would LOVE to subscribe if not for a fatal flaw. It is trying to create a free roaming school for kids to explore instead of serving kids games one buy one. My kid loved the individual mini games but get lost all the time and constantly need my help to find out what to do next. Please change it to Khan Academy Kids model and I’ll come back to subscribe.,1,False,Too much exploration with no instruction,SuperCurious1998,"{'id': 14103154, 'body': 'Hello and thank you for your feedback, as you can imagine not everyone wishes to be guided this is why we created the free access on the Home page and then the more guided access through the categories. We would be happy to discuss this further on support@edokiacademy.com.', 'modified': '2020-03-19T00:24:41Z'}"
2022-01-05 18:28:28,This app has lots of interesting game ideas. Some are better thought out than others. It is quite buggy overall. A bit frustrating.,3,False,Great idea but way too buggy,BilianaK,"{'id': 27677106, 'body': ""Hello and thank you for your feedback, could you please contact our support team with more information on the bugs you discovered?  We test it on an ongoing basis but we can miss things and pinpointing issues helps us improve the app's performance."", 'modified': '2022-01-26T14:36:04Z'}"
2021-06-03 22:47:57,I pay for the subscription and for the past month it has said downloading full version in progress. I uninstalled and still no change. Very frustrated toddler at home that keeps trying to play I will have to cancel the subscription since I’m paying for nothing.,1,False,Not working,zachopak,"{'id': 23286972, 'body': 'Hello, we are sorry to hear that, please contact us at support@edokiacademy.com, we will help you. ', 'modified': '2021-06-09T11:58:13Z'}"
2021-01-05 18:22:43,"Hi I'm Isaac manrow! I'm a pre-schooler I'm very smart. When I was 3 I wanted to learn how to read but this app successfully taught me how to read so I can choncer this achievement i can even write very hard words like arrondissement,soleil,au revoir,October, primavera,",5,False,Great,chairisfair,
2020-06-10 22:03:45,"My daughter is DeafBlind, this app has taught her so much!! Perfect visually for her, great games,  challenging, a little of everything! ❤️❤️ Thank you thank you! ❤️❤️❤️",5,False,Best App Ever for special needs!!,Inkhukhuddq,
2021-01-23 07:42:20,"Hello, I am trying to locate your contact info as I am using your app and I was charged for the yearly subscription instead of the monthly that I chose. Do you have any contact info so I can speak with someone to change this? Thank you.",3,False,Subscription,Zosom,"{'id': 20608166, 'body': 'Hello, please contact us directly on support@edokiacademy.com , thank you. ', 'modified': '2021-01-24T15:04:15Z'}"
2023-04-06 14:20:19,I purchased the app and have had continuous issues with the audio. The only way to get the audio back is to uninstall then reinstall the app. We do this at least once or twice a week. Now the app won’t download. Save the $65 on the membership cause this app is too much of a hassle.,1,False,No sound won’t let me redo Elias,Faithsfate,"{'id': 36818692, 'body': 'Hello , has our support@edokiacademy.com team helped?', 'modified': '2023-05-30T13:14:46Z'}"
2020-09-29 16:08:50,"I propose you lead the way since you are a children’s app in not having predatory subscription practices - make the free trial actually free and then make it super easy to subscribe to keep it going if folks like the app

Taking the advice that everyone does it to get as much accidental subscription money as possible is cheap and not the type of character I look for in an educator. 

I have been to Montessori as a child and I enroll my children in Montessori - this is not how the school operates. 

Deleting the app. I would try again if you correct your moral issue",2,False,Have Integrity,Roy Willyfish,"{'id': 18264433, 'body': 'Hello, we appreciate your feedback and would love to discuss further with you on support@edokiacademy.com.  Regarding the payment/free trial... please contact Apple.', 'modified': '2020-10-05T02:58:42Z'}"
2021-03-24 08:06:17,It crashes and debug screen appears while swiping over and over.,4,False,Crashes while swiping,evren217,"{'id': 21885541, 'body': 'Hello, did you try to uninstall and reinstall the app ? This should take off the debug screen. You can contact us at support@edokiacademy.com. ', 'modified': '2021-03-26T12:49:03Z'}"
2022-01-21 17:31:41,Great educational app for kids! Also excellent customer support. 5 stars and highly recommend!,5,False,Love it!,MuggleEaterMachine,
2020-05-12 12:56:59,"I’ve tried to do the free 30 days with the yearly subscription but when I downloaded, it just spins. I’ve shut down my tablet and reloaded and it doesn’t give me the subscription option. Deleted and tried again and same thing. Really wanted to try it and see if my three year old liked it.",1,False,Spinning,rukdngme00,"{'id': 15276547, 'body': 'Sorry to hear that, this should not happen. Please send us an email to support@edokiacademy.com and ask for Valerie.', 'modified': '2020-05-12T19:50:17Z'}"
2021-10-15 01:24:57,My little girl love’s this game she played it for the first time and then she was playing it for 1 hour and she loved it.,5,False,Preschool,SANIC GOES FAST 23,
2021-05-13 21:30:43,I tried the trial. Too complex for my toddler. My card expired so it couldn’t chart the renewal but I also deleted it from my device and canceled the subscription within the app. When I updated my card in Apple Pay it renewed anyway! I want my money back,1,False,Charge me even after I canceled,Musical Mommy!,"{'id': 23199269, 'body': 'Hello, is your issue solved? If not, please contact us at support@edokiacademy.com and ask for Valérie.', 'modified': '2021-06-04T13:40:49Z'}"
2022-12-18 04:59:52,"When it’s working it’s great! But 8 out of 10 times, the app just randomly closes and it is really frustrating!",3,False,Keep kicking me out of the app,SuperLegitM,"{'id': 33842755, 'body': ""Hello, we're sorry to hear that, could you please contact our team on support@edokiacademy.com, they should be able to help."", 'modified': '2022-12-20T22:12:02Z'}"
2020-05-06 17:53:15,"Since the update it crashes every few minutes on my iPad Pro, driving my son nuts.  Also almost every time we open this it tells us we don’t have an active subscription even though we do.

Save your money until they make this better.",1,False,Update killed it.,Chmeeee,"{'id': 15192715, 'body': 'Sorry to hear that, this should not happen.  Please send us an email to support@edokiacademy.com and ask for Valerie.', 'modified': '2020-05-08T12:59:28Z'}"
2020-02-07 10:54:13,Really cute game that allows for midstakes but doesnt make you lose any for it. Encourages trials and error with feel good results.,5,False,I'm impressed with this,Tyler Standley,
2023-06-19 12:16:54,"I didn’t find a way to cancel a subscription during the trial period and now that appears as a purchased at the Apple Store. The information is misleading and today I was unexpected charged for the app $64,19! I want to cancel that “subscription” with total refund!",1,False,Misleading Subscription!,Roselaine O'Brien,"{'id': 37604265, 'body': ""Hello, we're sorry to hear that. Did you contact Apple for a refund? Our team is there to help you, did you contact them on support@edokiacademy.com?\n"", 'modified': '2023-07-11T08:57:05Z'}"
2021-08-28 12:54:31,When I click the teacher she stop moving her legs EVEN THE STUDENTS ARE NOT MOVING Really so I want this to fix this bug,4,False,Teacher’s legs not moving,bxhehdfudf(gefnhd,"{'id': 25214104, 'body': ""Hello, this definitely doesn't sound right, could you please contact our support team on support@edokiacademy.com and ask for Valerie, they will help!"", 'modified': '2021-09-20T18:04:52Z'}"
2024-02-25 00:24:50,"Not really that great. We don't want to waste money on a toddler education app.

Please can you remove all of the prices.",4,False,It's ok,Annoyed peeooppllee,"{'id': 42397261, 'body': ""We're sorry to hear this but, in our opinion, toddler's education is one of the most important things in the world ;-)"", 'modified': '2024-03-05T22:28:19Z'}"
2020-06-13 21:46:48,I’ve never written an app review before but this made me so angry I feel compelled to warn others.  Be very careful.  There should never be an option that at the end of a trial you automatically register into a yearly subscription.  So disgusted by this business practice.,1,False,Beware!  Free trial ended and went right into $60 subscription,xgxtrxgrt,"{'id': 15974713, 'body': 'Hello, we’re sorry that our app made you angry, it is definitely not our aim. Please contact us on support@edokiacademy.com and ask for Valerie. \r', 'modified': '2020-06-14T22:44:42Z'}"
2019-12-28 15:47:10,"The features are top notch, the concept is great and the user interface is so agreeable. This arugsbly the best app for kids. I like it so much!",5,False,Very desirable,Rebecca R Cook,
2022-01-25 18:34:58,My daughter is 2 1/2 and LOVES this app!  So much learning and exploring.  Easy to navigate!,5,False,Amazing learning App for my 2.5yr old,Dani Ruccs,
2023-02-12 15:50:41,"Horrible that this app crashes all of the time and most often doesn’t even load. We have the subscription too, doesn’t make a difference.",1,False,Crashes all the time,disaptmom,"{'id': 34904192, 'body': 'Hello, we are sorry about that. Please contact us at support@edokiacademy.com ', 'modified': '2023-02-16T10:32:34Z'}"
2020-07-03 20:25:51,Tried for hours to get this to work across devices and could not get it to work on an ipad. Locked up and crashed on a phone. Trial subscription status and sign up was unclear. In the end we just deleted it and hope that we do not get billed for it.,1,False,Does not work,the eksb,"{'id': 16399605, 'body': 'Hello, we are sorry to hear that. We can help you, please contact us at support@edokiacademy.com. ', 'modified': '2020-07-04T12:38:56Z'}"
2020-01-27 18:24:14,"The first month I had this my granddaughter loved it especially the doctor visit part. 
I just paid for another month now and now Dr. visit is gone but 
Korean and Chinese now ? she’s still working on English. I should be able to choose the language! Help what’s happening?",1,False,preschoolers  Korean and Chinese ?,wren ren,"{'id': 13167864, 'body': 'Hello and thank you for your comment. The doctor visit should definitely be in the app and you should also be able to choose your language in the Settings. Please send us an email on support@edokiacademy.com quoting this message for more details.', 'modified': '2020-01-28T21:09:16Z'}"
2022-09-21 20:09:46,I’ve been trying to add a second child as he is ready now. Not able to! it asks for the birth year to get started and stop and does nothing! I’m going to try the other app someone else suggested.,1,False,Frustrating,zxsqwe,"{'id': 32677230, 'body': 'Hello, have we been able to help you?', 'modified': '2022-10-19T21:29:21Z'}"
2019-12-06 16:41:59,My toddler is only 3 and he LOVES this app!! It’s great at teaching him things through play. Which in my opinion is what Montessori should be about! He loves it & I love it!,4,False,This app is Amazing!,Chaz_1123,
2021-11-22 17:12:42,It keeps asking if we want the free trial after we paid for the subscription and when I click restore purchase it says failed over and over. I feel like I just got robbed.,1,False,It won’t log in,SabaPa85,"{'id': 26440110, 'body': 'Hello, we can help you, please contact client support on support@edokiacademy.com and ask for Valerie', 'modified': '2021-11-23T21:03:59Z'}"
2021-10-13 18:11:02,"I downloaded this app and I’m stuck on the enter your birth year screen. After I enter it, it sticks on a screen that says enter birth year to continue. I was ready to pay the full year and can’t even do it!",1,False,I Can’t Even Sign Up,verient,"{'id': 25701458, 'body': ""Hello, could you confirm that you entered an adult date of birth ? . This is for a parental control . If this isn't working, please contact us at support@edoki.academy.com. "", 'modified': '2021-10-15T12:39:10Z'}"
2020-11-10 09:46:26,Mega app by the developers! This has all the right things for making a brilliant app.,5,False,I love this,AvaAddison,
2023-03-02 18:10:10,This app force closes every time my child has used it for the past 6mo. No refund for the subscription and it renewed again without any notification. So over $120 essential thrown away.,1,False,Money in the trash,Skitlz214,"{'id': 35226167, 'body': ""Hello, following our conversation on the support , we need the receipt to be able to refund the subscription. If you have been charge again by Apple , that means your subscription is not unsubscribed. We are sorry , as apple is ou distributor we won't be able to do it for you. "", 'modified': '2023-03-06T10:05:54Z'}"
2019-12-28 15:53:28,This is a top notch app with a great concept. I have no complains about its functioning. My little boy is learning fast.,5,False,Top notch,Pook4,
2021-08-24 00:56:42,I used to love this app for my 5 year old because she learned so much. Unfortunately it now crashes every time she tries to do any activity. Anything I can do to fix it?,1,False,App crashes a lot,rbait,"{'id': 25415239, 'body': 'Hello, have we fixed your issue? Please contact support@edokiacademy.com', 'modified': '2021-09-30T09:44:54Z'}"
2022-05-11 21:10:24,My grandson absolutely love this app. So happy that he enjoyed. Thank you,5,False,Love it,Vane's iPod,
2021-03-31 15:58:36,It was recommended by the school and we are 100% satisfied.,5,False,Simply the best,Indianaboy89,
2019-12-28 15:44:03,An application that works very well. This is a very classic one. I just love it.,5,False,Works nicely.,CatesTT9,
