developerResponse,date,review,score,userName
"{'reviewId': '7d9c1e68-b533-4f68-98b8-f2eb8c295c44', 'userName': 'Clemen Ventura', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIJSleRxVa-Q4EVycYeAFpFIQyn5xJnuT-Sgze3Fm-P_y7v=mo', 'content': ""I hate that there is a paywall just to play it! I don't want to pay!!! 1 star! >:("", 'score': 1, 'thumbsUpCount': 16, 'reviewCreatedVersion': '40.0.5', 'at': datetime.datetime(2024, 10, 20, 6, 27, 38), 'replyContent': ""Hey there, we're sorry to hear about your frustrations! Pok Pok is free to try for the first week, so if you cancel your subscription within the first 7 days you will not be charged! We hope you're able to give it a try and see if it's right for you. If you have any troubles with the trial period, you can email us at support@playpokpok.com :)"", 'repliedAt': datetime.datetime(2024, 10, 21, 11, 2, 32), 'appVersion': '40.0.5'}",2024-10-20 06:27:38,I hate that there is a paywall just to play it! I don't want to pay!!! 1 star! >:(,1,Clemen Ventura
"{'reviewId': 'd1f093d3-edee-4a57-bd76-3b22fb4dd49b', 'userName': 'Theresa Chrisciel Alabanza', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKZhwt0T4R_SIz07KYAtiqyuq6rjlERmb5EFq1o1FZBN-7YIw=mo', 'content': 'Niece is always looking for this application! Kudos!', 'score': 5, 'thumbsUpCount': 23, 'reviewCreatedVersion': '40.0.5', 'at': datetime.datetime(2024, 10, 18, 0, 34, 39), 'replyContent': 'Thank you so much! 💛', 'repliedAt': datetime.datetime(2024, 10, 18, 7, 53, 20), 'appVersion': '40.0.5'}",2024-10-18 00:34:39,Niece is always looking for this application! Kudos!,5,Theresa Chrisciel Alabanza
"{'reviewId': '207dfbfa-a7ea-4228-9357-65f847ff097e', 'userName': 'Olivia Tea', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIE9PI5eD0O8ZjfxcTtNVOfAJFZuM9gSwwD-in2UYSgaAseJA=mo', 'content': ""My kid of 3 yo is loving Pok Pok! He's fascinated and discovering a lot of fun things in the app. We both love the design and animations!!"", 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 17, 9, 5, 23), 'replyContent': 'Thank you so much, Olivia! Keep an eye out for more things to discover as time goes on 😊', 'repliedAt': datetime.datetime(2024, 10, 18, 7, 49, 7), 'appVersion': None}",2024-10-17 09:05:23,My kid of 3 yo is loving Pok Pok! He's fascinated and discovering a lot of fun things in the app. We both love the design and animations!!,5,Olivia Tea
"{'reviewId': 'd00e453a-5d16-4bd5-86e7-78b7232ca90c', 'userName': 'come', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjXjTTGadzjRZ4rkqZpU-iqVS75JqU9XvNsOK8poQiH7RKpbz1k', 'content': 'Best game ever', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '40.0.6', 'at': datetime.datetime(2024, 10, 23, 5, 41, 54), 'replyContent': ""Hey there! Pok Pok should definitely run on your device so we're sorry to hear you're experiencing difficulties! Would you mind sharing some details of the issues you're experiencing with us at support@playpokpok.com so we can see if we're able to fix this for you?"", 'repliedAt': datetime.datetime(2024, 10, 22, 9, 7, 15), 'appVersion': '40.0.6'}",2024-10-23 05:41:54,Best game ever,5,come
"{'reviewId': '29c39a27-ce42-47cf-9f45-69aadf4c4320', 'userName': 'Revan Tamer', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocImRWW7xZgiyh5L_yFoK7Am1VbTf2cieFRAfWzae5ZCt8TYSA=mo', 'content': ""not free don't bother"", 'score': 1, 'thumbsUpCount': 13, 'reviewCreatedVersion': '40.0.5', 'at': datetime.datetime(2024, 10, 17, 18, 29, 51), 'replyContent': ""Hi Revan! We offer a 7-day free trial so you can test Pok Pok out with your family. If you have any concerns about our pricing or accessing the trial please reach out to us at support@playpokpok.com and we'll be happy to listen to your feedback or give you hand!"", 'repliedAt': datetime.datetime(2024, 10, 18, 7, 50, 29), 'appVersion': '40.0.5'}",2024-10-17 18:29:51,not free don't bother,1,Revan Tamer
"{'reviewId': 'b31d2bfe-3bc6-4d6f-b2a4-47e46072ac37', 'userName': 'Peter Pumpkin', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKRV5trH-ZScf-AcRAzI7H89iTnrKPAyb07pRpMarsq6-oItQ=mo', 'content': 'looks cute because of the bear icon, but i have to get a free trial to play!!', 'score': 3, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 20, 8, 45, 28), 'replyContent': ""Hey Peter! We do have a trial period of 7 days before a subscription starts so you can try Pok Pok out with your family. If you're having difficulty accessing the trial or have questions or concerns about our subscription options feel free to reach out to us at support@playpokpok.com and we'll be happy to help out!"", 'repliedAt': datetime.datetime(2024, 10, 21, 11, 3, 38), 'appVersion': None}",2024-10-20 08:45:28,"looks cute because of the bear icon, but i have to get a free trial to play!!",3,Peter Pumpkin
"{'reviewId': 'c42eb357-abdd-4e0a-bf16-39049cc7ef73', 'userName': 'Arevalo Garcia', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKEBqvhYc_DzGFsj8GY4xpboWFObk9185OU7fMEdaoKE9vWfQ=mo', 'content': ""My child can't play but I don't want to pay can make for free please for my child 😔"", 'score': 2, 'thumbsUpCount': 13, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 20, 11, 43, 33), 'replyContent': ""Hey there! Pok Pok is free to play for 7 days so you can test it out and decide if it's right for your family. If you have any concerns about our pricing options we would love to hear your feedback at support@playpokpok.com!"", 'repliedAt': datetime.datetime(2024, 10, 22, 9, 8, 28), 'appVersion': None}",2024-10-20 11:43:33,My child can't play but I don't want to pay can make for free please for my child 😔,2,Arevalo Garcia
"{'reviewId': 'ef2ca47a-4e54-4886-9091-647f4d62127d', 'userName': 'HERNANDEZ Siblings', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIYLFguuskC9F8BtBhClIYLw0Xq712D2gW06j_CBffk5yAmy2w=mo', 'content': 'I HATE THIS APP!! I HAVE TO PAY TO PLAY IT I HATE PAYWALLS SO MUCH!!!!!!!!!!!!!!! 1 STAR )):<', 'score': 1, 'thumbsUpCount': 3, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 22, 9, 37, 57), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2024-10-22 09:37:57,I HATE THIS APP!! I HAVE TO PAY TO PLAY IT I HATE PAYWALLS SO MUCH!!!!!!!!!!!!!!! 1 STAR )):<,1,HERNANDEZ Siblings
"{'reviewId': '769824b8-a296-437e-bbc4-8a7b8265dddc', 'userName': 'Alexa Orellana', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocISln8OC-b1iabJHUa6MvWX5A3X1ASA5Vl27DDJ-p8FV1K8yw=mo', 'content': 'You have to add your credit card information for the free trial so ridiculous😮\u200d💨', 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 31, 23, 37, 51), 'replyContent': ""Hey Alexa! If you need a hand accessing the trial without a credit card please feel free to reach out to us at support@playpokpok.com and we'll do our best to help. We also always appreciate feedback if you have anything you'd like to share!"", 'repliedAt': datetime.datetime(2024, 11, 1, 8, 12, 9), 'appVersion': None}",2024-10-31 23:37:51,You have to add your credit card information for the free trial so ridiculous😮‍💨,1,Alexa Orellana
"{'reviewId': '06c7cb60-0386-4080-ad6e-540052d52354', 'userName': 'Mathilda', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUmK6-ecDBolELZATta1OG_bvzoZahJq9UXGs2lOgh6V_ybQbR6', 'content': 'My kid was so exited to play this and then I realized I had to PAY', 'score': 1, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 26, 5, 30, 13), 'replyContent': 'Hi Mathilda! Our app is paid so that we can continue to provide high quality content, including new toys added regularly, without ads or microtransactions that can be dangerous or frustrating for kids. There is a 7-day free trial to try Pok Pok with your family. Feel free to reach us at support@playpokpok.com if you have questions or concerns!', 'repliedAt': datetime.datetime(2024, 10, 28, 9, 15, 50), 'appVersion': None}",2024-10-26 05:30:13,My kid was so exited to play this and then I realized I had to PAY,1,Mathilda
"{'reviewId': '923f71ad-ad53-4d9c-bbee-ad4e05bede02', 'userName': 'Chela Sells Homes', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUzkDEO19qG56KGLq7BTLsu_f44RXra9beAe2nieyBVMqhcMwM', 'content': '10/10 the new app I have ever seen', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 27, 15, 21, 42), 'replyContent': 'Thank you! 🤗', 'repliedAt': datetime.datetime(2024, 10, 28, 9, 26, 50), 'appVersion': None}",2024-10-27 15:21:42,10/10 the new app I have ever seen,5,Chela Sells Homes
"{'reviewId': '5cc8f4a9-5cd1-4b31-98fb-b404cddc3ae4', 'userName': 'Huzaimah Abdul Rani', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWydG_CvItNqZCoHgb2B4dflyCDOljjKEVtg0-v-SRfoJjj2Sk', 'content': 'I miss u pok pok 💜', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 21, 4, 21, 44), 'replyContent': 'Thanks for the love! 💙💛❤️', 'repliedAt': datetime.datetime(2024, 10, 22, 9, 10, 12), 'appVersion': None}",2024-10-21 04:21:44,I miss u pok pok 💜,5,Huzaimah Abdul Rani
"{'reviewId': '8c14c604-800f-447d-a500-c3190364f661', 'userName': 'Tara Szymandera', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocK-a3EOcHPkFo3Zn0KxuG6Rre_aOU-g6SJuRpgdV_ilEph2Nw=mo', 'content': 'James is wrong', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 26, 14, 21, 36), 'replyContent': ""Thanks Tara! We're glad you've been enjoying Pok Pok 💛"", 'repliedAt': datetime.datetime(2024, 10, 28, 9, 21, 40), 'appVersion': None}",2024-10-26 14:21:36,James is wrong,5,Tara Szymandera
"{'reviewId': '912ed4bd-90f4-45db-ab56-4682a6d439c2', 'userName': 'April Florisi', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI5QIUsCFputs_fvibJII6eaLiIDnbov-2FabJqs7CuNtTOIA=mo', 'content': ""Love the app, did the free trial and purchased the annual subscription but I still can't get in."", 'score': 2, 'thumbsUpCount': 0, 'reviewCreatedVersion': '40.0.7', 'at': datetime.datetime(2024, 11, 2, 8, 26, 13), 'replyContent': ""Hey there! Feel free to send us a message at support@playpokpok.com and we'll be happy to look into this for you!"", 'repliedAt': datetime.datetime(2024, 11, 2, 13, 58, 34), 'appVersion': '40.0.7'}",2024-11-02 08:26:13,"Love the app, did the free trial and purchased the annual subscription but I still can't get in.",2,April Florisi
"{'reviewId': '39675ca2-8269-43bd-9a8d-d2cf2f293950', 'userName': 'Junaid Ahmad', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVBnPszacOkyFcBTvnFrkIn5w2zXg4BSOKeBsCHUXJGZUjTdypr', 'content': 'friend', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': '40.0.6', 'at': datetime.datetime(2024, 10, 23, 16, 41, 30), 'replyContent': '🥰 Thank you, friend!', 'repliedAt': datetime.datetime(2024, 10, 24, 7, 20, 48), 'appVersion': '40.0.6'}",2024-10-23 16:41:30,friend,5,Junaid Ahmad
"{'reviewId': '1a73b3a8-adb6-4945-bb7b-b4f3c4f393a9', 'userName': 'Arthur Daurio', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIuaXiLJnHy9barnKKMa6UlipAySUvBxbtNN2BMdQr_UvEWSw=mo', 'content': 'The best kids toy on the market - full stop', 'score': 5, 'thumbsUpCount': 3, 'reviewCreatedVersion': '40.0.5', 'at': datetime.datetime(2024, 10, 17, 6, 55, 48), 'replyContent': 'Thanks so much!! 🤗', 'repliedAt': datetime.datetime(2024, 10, 18, 8, 6, 14), 'appVersion': '40.0.5'}",2024-10-17 06:55:48,The best kids toy on the market - full stop,5,Arthur Daurio
"{'reviewId': '5bd98f4b-9ca7-4a8a-8b82-e893b2b2b72f', 'userName': 'Eh Lay', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIOrHh8q_nhzkkTf6gOjFgMyaiMg0R8zP-ofK502eUeBq4Yhg=mo', 'content': 'TunTun', 'score': 4, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2024, 10, 31, 9, 11, 46), 'replyContent': ""Thanks for the review! If there's anything you think we could improve on, we'd love to hear your feedback at support@playpokpok.com :)"", 'repliedAt': datetime.datetime(2024, 10, 31, 11, 40, 57), 'appVersion': None}",2024-10-31 09:11:46,TunTun,4,Eh Lay
