date,developerResponse,review,rating,isEdited,title,userName
2022-06-08 14:29:56,"{'id': 30505852, 'body': ""We're so glad that Khan Academy Kids is working out for you. It's exciting to hear that your children are learning and improving. Thanks for letting us know!"", 'modified': '2022-06-22T18:06:38Z'}","Thank you Khan academy kids, you saved us! We’ve used ABC mouse and other apps but this is by far the best one! There are so many resources and tools to use that help parents and kiddos, with daily routines and learning paths. From printouts to planning a picture friendly schedule for the children to see very day and follow, it’s been a lifesaver. We lost so much learning time during the pandemic and our preschool days suffered. Now we’re having to catch up before elementary school and Khan academy is our biggest ally! I almost wasted thousands of dollars on Sylvan learning, but I’ve already seen a massive improvement in my children’s learning from just one week of using the app. It took a moment to get used to the buttons and how to navigate or repeat the questions, as the instructions aren’t very clear, but once you get that part out of the way, the children can easily navigate through each lesson and actually enjoy it! I have to limit their lesson time rather then them tell me they don’t want to do any more lessons. It’s been a wonderful tool to use on our supplemental home learning.",5,False,WOW!!!,QueenJaimes
2022-02-27 06:05:01,"{'id': 28322879, 'body': 'We appreciate your suggestion and have noted your feedback about an initial skills assessment for our development team. Thanks for your review!', 'modified': '2022-03-02T00:55:19Z'}","I love the graphics on this app and the fact that everything is free. It has some really cute, fun ways to teach concepts. My son loves the coloring section and I love that I can select particular lessons based on what I want him to learn. 
My son is 3 but already knows all his letters and phonics and numbers 1-20 so I like that I can switch around to different age levels to pick something that will be new for him. I had paid for a different learning app where it made him follow a path and do every activity in order to move forward. I only allow him really limited screen time so I want to be really intentional in what he is learning and I like that this app allows me to do that.
My biggest suggestion for improvement would be to have some sort of questionnaire at the start for parents to input what things their kids already know and what skills they would like to focus on and then have the app suggest particular activities. As it is now I have to spend more time to switch around the age levels to find new concepts to teach him.",5,False,Very cute app,lovelnl
2023-08-13 21:53:42,,"Ok, you’ve heard what the parents think, but how about the kids? Well, I’m a kid! Ok, it’s a okay app but I have a few small and big complaints. I’m not against the learning, I’m against the to easy content. I’d also like to touch up this problem, you do this for little kids to second grade. You don’t do older kids. You’re teaching to easy things by the way. You’re explaining it well though! This is a good app it just needs more kid loved content. How about adding this app up to fourth grade? Please stop the block cubits. It’s really not a life skill. Try multiplication and division, those are everyday skills a kid needs. Try multi-digit addition and subtraction. Maybe even three digit. Don’t acknowledge small math. Don’t show pictures of things and ask the kid doing the activity what the object is. They will not learn how to spell that way, believe me! Tell the kids to write the word they hear and not with a word bank. Acknowledge carrying and borrowing. I used to have a teacher who’d mark out problems with carrying and borrowing. Tell them about REAL books. Where has chapter books gone? (That’s for older kids, but Junie B. Jones is a good starter chapter book. Thank you guys in advance, have a wonderful day!",3,False,Hold on …,🧁🥮🥧🎂🍔🍟🍕🥞
2020-09-07 19:53:28,,"We’ve been using khan academy for a few weeks now and are really impressed. All the content is the same as these pre-k and kindergarten workbooks I bought for my 5 year old, yet he had no interest in the workbooks, but when I introduced him to khan academy he was instantly engaged and asking to spend more time doing the exercises and activities through the app. The way it’s set up is fun for kids, and there are prizes they can collect as they complete different activities. My son loves bugs, and it happens that one of the prize options is always a big choice, so he loves that! There’s a large library of books to choose from, which khan partners with National Geographic to bring many kids science books to the app. The only downside is a child won’t learn how to hold a pencil/pen for that fine motor skill, but that is pretty minor in comparison to everything else they will learn through the app. I just add in additional non-screen time activities to help my kids fine motor skills, and I feel like they are getting a well rounded education.",5,False,Great kids learning app,TiffanyVaughan
2021-07-04 03:02:14,"{'id': 23179853, 'body': ""Thank you for this lovely review, Ana. It's always a pleasure to hear what teachers think of the app. Plus, more tools for teachers and classrooms are coming to Khan Academy Kids before the next school year! Feel free to reach our team if you or your colleagues ever have questions: khankids@khanacademy.org. "", 'modified': '2021-06-03T16:44:39Z'}","This game can help so much in reading comprehension, mathematics and just about anything, this game can still be available without internet connection which is a pretty cool tool. This is such an engaging game it’s really unbelievable. One of the teachers in my school used Khan Academy Kids. Long story short I walked in on a normal Thursday and saw her students on tablets and any device this game could be played on (except for phones because none of her students have them). This game is fun for anyone. I teach a room of older kids and I thought (Khan academy not kids) was a nice tool for teachers but very boring for students but Khan academy kids really made it better for younglings. This game is great but developers please make Khan academy (normal bigger kid) more engaging. Me and the teacher Mrs Nowel and I love Khan academy kids. Thanks. Thank you developer for the reply. Our school currently has no questions. When we do we will gladly ask you. Thanks for no adds. We don’t want kids to see things that they shouldn’t be seeing.",5,True,Amazing learning app,Ana C Maia Menard
2020-08-14 20:16:51,"{'id': 17362574, 'body': 'Wow! Terrific to hear about such positive progress. Thank you for letting us know!', 'modified': '2020-08-18T23:26:23Z'}","My 3 year old daughter, Katherine, has always had trouble learning. She just can’t keep up with what me or the teacher says. Once me and her teacher Mrs. Lee had a serious conversation that I should do better parenting. She got 3 N’s on her report card last week... I was literally crying in my room, praying for help. One day, I came across Khan Academy Kids. There were so many great reviews, I immediately installed the app on her tablet. I signed in and made a profile for her. She started that day and I saw a HUGE difference, and I mean HUGE, improvement in her math skills, problem solving, social emotional skills, reading, letters, etc. The next report card she got... I was in joy tears, reading that EVERY GRADE ON THE CARD WAS AN O!!!!!!!!!!!!! Katherine absolutely LOVES the exercises and games! The teacher even had a private conversation with me and said how much she GREW, and she was TOP OF HER CLASS!!!!! I can NEVER, EVER tell the Khan Academy Kids developers how much this MEANS TO ME!!!! I can never thank you enough, GOD BLESS YOUR SOULS😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",5,False,OMG...,Sabrina lee 33
2022-08-10 14:33:00,"{'id': 31432092, 'body': ""It sounds like you're having a lot of fun with the lessons and songs in Khan Kids. We're so happy to hear that your children are being so creative with the app. Thanks for your review!"", 'modified': '2022-08-12T15:58:00Z'}","We were introduced to ABC mouse by a friend but found it was much too chaotic for our almost 3 yr olds to decide what they wanted to learn in the busy “schoolhouse” format they provide. It’s more suited for older kids. Kahn Kids has been amazing for them, they listen to the directions given by the bear and wait to interact with the lesson until it’s time, and it’s very open and clear what they need to do, the activities are perfect, even when sometimes they stray from the initial lesson and just use it to color a picture or be creative, it’s still engaging their learning minds in an educational way vs just watching children's nursery rhyme videos on their iPads. We love that it uses the Super Simple Songs brand of videos alongside the lessons as we already know and love their songs and characters, we sing along and replay lessons over and over just having fun :)",5,False,Thankful to finally find an educational app that is easy for toddlers to understand and use,BeccaTwinBoyMom
2023-12-24 16:35:28,"{'id': 41036865, 'body': 'Thank you for letting us know that Khan Kids is helping your daughter. We appreciate your review!', 'modified': '2024-01-02T17:56:26Z'}","Due to lack of transportation, my daughter is no longer able to attend preschool for the time being. I decided to find some good worksheets, activities, and Educational Games to make sure she doesn't fall behind and is still prepared for kindergarten. I tried multiple apps, including paid options such as abc mouse and noggin, and hands down Khan wins. It's better quality content, no ads or ""extras"" to buy, and a much more child friendly interface. The others had so much more non educational ""fluff"". I would have been willing to pay the subscription costs if they were actually teacher my daughter, rather than just letting her play with virtual pets or other non educational games. I truly hope that in the future, some slightly more advanced content gets released and would absolutely be willing to pay for it. Perhaps as another app (e.g. Khan Academy Kids: Advanced) for a reasonable price or monthly fee.",5,False,Best Free Educational App!,Amanda Goodwin
2020-12-29 19:49:51,"{'id': 20175091, 'body': ""Thanks for your review! We love what we do, and we're so glad you discovered Khan Kids! "", 'modified': '2021-01-04T21:59:05Z'}","It’s here! I can’t believe it, someone who actually cares about the education of children! Thank you Khan Academy for making an app with no subscription, hidden purchases needed, annoying pop ups every time you open the app to “sign-up”. The app runs seamlessly unlike some other apps that “care about children’s education” but you have to subscribe weekly or monthly. Other competitors apps that you even have to pay for don’t run that smoothly and aren’t that engaging. This is an app created by people who care, and engages our 4 year old with healthy brain building challenges. This app is good for kindergarten preparation and they challenge our child in all required skills for well-rounded educational development. Again, thank you Khan Academy, I have Sal teaching me trigonometry and algebra and now your teaching my children to read and write,  you help our entire family haha. Thank you guys from the bottom of our hearts!",5,False,Finally!,Meeeeeeeeeeeeeeeeeeee1234
2024-10-21 20:50:03,"{'id': 48487163, 'body': 'Hello! Thank you so much for your review and also for your kind and clear feedback. We value your input and will share it with our development team.', 'modified': '2024-11-25T22:42:21Z'}","I actually love that my daughter wants to play games and learn from this app. About 90% of the content is free which is a plus! The only thing I wish it had were parental lock features that don’t allow her to switch between different learning modules. I wish it had a pin lock if she wants to switch to different modules meaning she would have to bring it to me in order to change it. She’s still very young and doesn’t have the patience to sit and listen to the books being read to her yet. She has a tendency to hit the home button before books are given a chance to be read to her, or she’ll just consistently flip thru different screens. I believe this feature would make children patient and learn to sit thru the learning. Overall great app and I can’t wait for her to be ready for Khan Academy level learning.",5,False,Great App but…,ShadBTS
2020-08-23 16:37:22,"{'id': 17521744, 'body': ""Thanks for the review, we're pleased to hear that your granddaughter is learning from the app. We welcome any questions about how the app works. Feel free to reach our team at khankids@khanacademy.org. "", 'modified': '2020-08-26T19:42:29Z'}","I download certain educational apps in my 5 year old granddaughter’s iPad (which I’m using now) due to blocking almost everything besides what’s appropriate for her age. She is in the moderate stage of Autism but her reading skills of sight words is at a level of a second grader. She loves reading a book and listening to the audio’s and searching through the Library of this app. I find this app keeping her attention longer with other learning skills that is needed and helpful for her. She feels a sense of learning on her OWN which is very important to her. She allows no one to help her which is a problem. So a Educational app as this helps with several learning skills such as reading, math, opposites, less than, more, equal. Just a fun app fun of Happy Learning. One note - l notice I am not that clear of certain settings of the parent guide section. But I am pleased you have it. Lol
Thank you",5,False,A Needed App for young ones:,ekwimes
2022-09-16 21:35:47,"{'id': 32179108, 'body': ""We appreciate your feedback and have shared it with our content team. If you decide to give Khan Kids a try again in the future, we'd be happy to answer any questions about how our lessons are structured (khankids@khanacademy.org). Thank you!"", 'modified': '2022-09-22T20:54:21Z'}","My child is 3.5, her teachers all whisper to me in hushed tones that she’s smart/gifted, and she can’t follow this app, and tosses the tablet down.

The app immediately begins with random activities, without building on basics first. I thought maybe I had waited too long to start my child with a learning app, so I changed her age from 3 down to 2, in case it was a readiness thing. Listening to the activities, I wondered if she would understand how to move objects on the screen, or understand what the instructions were saying. So I went into the menu and changed it to an alphabet activity. I selected the uppercase A one; at first it was asking to pop any bubbles with the letter A in it, praising successes and gently correcting any mishaps. So far so good. Then the second round asked to pop any bubbles with the letter C. ……..what? Let’s master the letter A before we start thinking about any other letters.

I will be deleting and trying something else.",3,False,"Inconsistent and confusing, with unclear instructions",Kuppycake.atx
2024-07-07 17:30:48,"{'id': 45153099, 'body': ""We're so glad you like Moose Math too! We are the same company and created both apps. Duck Duck Moose is part of the educational nonprofit Khan Academy, and now all of our apps are free for everyone to enjoy. If you have any questions, please reach out to khankids@khanacademy.org. "", 'modified': '2024-07-09T16:25:38Z'}","My little sister LOVES this game. She is learning a lot and likes the game very much, but I would like to comment on the fact that this game very obviously copied the game Moose Math, by the developer Duck Duck Moose. If you go to one of the counting games, there is one where you put fruit into a blender and make juice with it, and it’s exactly like the game Moose Juice from Moose Math. Moose Math has been around longer than this game, so this game has obviously copied it. It even has the same exact animation and graphics when you blend the juice. There is also one of the characters in the bottoms right corner, which is where Yaya the bird is in Moose Math. I personally think that this is not okay. Khan Academy should not be taking credit for a fun game that has already been created by Moose Math. The fruit also look the exact same as in Moose Math. This game is a good game, but I wish that it wouldn’t copy other games.",4,False,"It’s a good educational game, but…",Bootsinpuss363
2023-02-12 16:38:41,"{'id': 34869018, 'body': ""Thank you for taking the time to try Khan Academy Kids and let us know how it's working out for you. Great to hear that he enjoys learning with the app!"", 'modified': '2023-02-14T20:48:41Z'}","I struggled with the idea of using screens with my 4 year old—he currently only watches pbs in a limited amount. 

We tried to teach him letters/numbers and got a lot of resistance, so some friend’s recommended apps like ABCmouse, which we tried. They were so animated and would do random activities like feeding and washing a pony—it didn’t seem educational enough and encouraged him to be on the app longer than necessary. 

When I tried Khan I couldn’t believe it was free! It is such quality with no ads. I went through all the options on their before giving it to him and was satisfied that they are all educational. And he has fun doing it. He still prefers watching videos (which there were a lot of videos on abcmouse). Even a good, educational video is passive and I wanted active learning.",5,False,"Simple, slow, and 100% educational",Miles&Mom
2021-02-14 04:40:01,"{'id': 21073631, 'body': ""It's fantastic to hear how you are using the app with your child, and great idea about creating multiple user profiles. Thank you for taking the time to leave a review. If you ever have questions, feel free to reach out to khankids@khanacademy.org. "", 'modified': '2021-02-15T19:17:00Z'}","Our 4 year old loves this app, and so do we! It is better than most paid preschool apps out there. It covers reading, writing, math, communication, etc. with engaging games and a fun reward system. I got the idea from another reviewer to do two separate profiles; one specifically dedicated to following the outline for the learning games, and one to play on in whatever order my 4 year old wants. I sit down with him each weekday for 15-20 minutes to do the games on the learning profile. Then he can play on the other profile however he wants. It’s so easy to navigate that he can do it on his own. He loves the books section where he can listen to the book being read to him. He prefers this app to most of the other games he has on his iPad and chooses it every time he gets to play on the iPad. We highly recommend this app!",5,False,Easy to use and a great teaching tool,eflour2009
2021-10-22 12:01:03,"{'id': 25953065, 'body': 'Likewise, we are thrilled with your review and are very happy to hear that your son is learning so much with Khan Kids. Thank you! ', 'modified': '2021-10-28T16:56:47Z'}","After extensive research on the best educational app for toddlers, I downloaded Khan Academy for my three year old son. I am so happy I did! I allow him thirty minutes a day, with and without me at times, and he plays in the app with joy. I am amazed at what he is able to do and how much he has learned. I love that it touches on so many different subjects and teaches in many different ways. All age appropriate. I also love the ability to use offline as we have a 13 hour car ride to visit family every year— this will allow him to interact with the app and learn while we drive versus watching movies all day. I am just so thrilled I found this and love that it is free so that truly any child can have access to a great learning tool! This app will grow with my son and I hope it continues to foster his love for learning.",5,False,Seriously love this app,homemamaRN
2020-09-28 00:50:47,"{'id': 18179369, 'body': 'We appreciate your review and your product suggestions. These points are noted for our development team to consider in future versions. Thank you!', 'modified': '2020-09-29T16:31:48Z'}","We love this app! Why? Well, it’s free and it’s absolutely wonderful! I almost never write reviews but since Khan Academy seeks to make education accessible to all, I thought it was best to give back! 
First, the app is engaging. The functionality is user-friendly and uncomplicated. The worst thing in the world is downloading a kids app that you cannot figure out. I love the fact that there are ebooks available in the app. Also, the graphics are engaging and full of bright colors and cute characters. I do wish that more of the educational material from the regular website was available through Khan Academy Kids. It would be good to see things my second, third and fourth graders can do. I have ended up using both Khan Academy and Khan Academy Kids. Finally, it would be great to access the same content from a website. My kids do not always have access to my iPhone.",5,False,Great app,25hr on call momma
2022-03-02 12:40:31,"{'id': 28430519, 'body': ""We're so happy to hear that your twins are happily engaged in Khan Kids, and especially that they enjoy the characters and the stories. Thank you for taking the time to leave a review and let us know! "", 'modified': '2022-03-07T16:49:36Z'}","My twin boys 4 year old love Khan Academy app and as a mom I love when kids are learning and using their skill while using a given screen time. Khan Academy app is just made right for their age, the challenging level are made fantastic to keep them learning continuously while enjoying all the tools. I loved this easy to use this app with minimal tools which help them to keep away from distracting, the cute characters, neat instructions to follow while they learn how to be a good listener and most importantly clearly spoken in an actual standard manner. I was a HOMER app fan but Khan Academy won the trophy as they have more content for kids in one single box before it throws them to choose another, which is I think is great for repetitions. Stories content are the BEST, this momma don’t have to hunt for one now at the naptime. Thanks Khan Academy!!",5,False,Great content app,Shrutidingi
2020-08-27 18:12:48,"{'id': 17656116, 'body': 'Thank you for sharing your experience using Khan Kids with your daughter, and for the five star review!', 'modified': '2020-09-02T19:40:06Z'}","I never rate apps regardless if I feel positive or negative about it, HOWEVER, it is my pleasure to give POSITIVE reviews about this app. My 2 year old absolutely loves it. She’s even at the point where she wants to start doing the lessons when she first wakes up! She loves it when we do the activities together and I can see what areas she’s struggling with or commands she hasn’t heard in a certain way so that I can incorporate them into our every day. Some of the activities are too easy while others are difficult for her and I am extremely proud when she accomplishes them on her own. In other words, it helps build her confidence to handle the more difficult tasks. And did I mention IT IS FREE!!!!! This is such a blessing and an absolute gem. Please keep up the amazing work. Parents and kids thank you from the bottom of our hearts! ❤️❤️❤️",5,False,Delighted to review,VerUnique
2022-01-15 09:04:01,"{'id': 27495355, 'body': 'It\'s wonderful to hear that Khan Kids is helping your daughter enjoy ""school work time."" Thank you for sharing this review!', 'modified': '2022-01-17T18:19:57Z'}",We’re about to start homeschooling our four year old next school year but when I tried seeing if she knew any of the kindergarten curriculum on the khan academy website she didn’t. She’s familiar with abc’s and 123’s but I hadn’t realized she was falling behind. This app is amazing! It teaches everything they need for their age group and more! My daughter absolutely loves her “school work time” now. She’s excited to learn something new everyday. There’s also a coloring and story time section they can choose. If they aren’t getting an activity there’s always encouragement from the characters and you have the option to go back to any activity and redu it if you feel they didn’t quite understand it. It’s free there’s no adds and it’s encouraging actual learning! What more could you want for you kiddos?,5,False,Amazing!,MKitch20
