date,review,rating,isEdited,userName,title,developerResponse,Name,IOS
2024-02-22 18:16:36,I’ve tried other apps with pop up ads and was not impressed. This one has just about everything I want to get my child started for Kindergarten. I do wish there was a stylus and free write mode.,5,False,bittersweetsoup,Love this app!,,abc-kids-tracing-phonics,1
2020-01-22 01:29:12,"This game is a good game, it makes my children want to play and learn. The issue I have with it is when you are playing the game to match up caps and lower letters, the words that are spelled are bad. There word he was matching up was sex! How inappropriate is that? Makes me want to just delete the game. Is this game safe? Or was it just coincidence that is was spelled in that order?! 
I’m torn because of this issue. What else is spelled when I’m not paying attention?",2,False,Jessm1118,Questionable,,abc-kids-tracing-phonics,1
2023-07-06 14:53:28,This is outstanding thanks to the parents who designed this with every child in mind to better our kids futures I support you in every way.,5,False,Zani- Gods gift,I can’t get enough,,abc-kids-tracing-phonics,1
2024-10-21 20:48:09,This app is amazing and so are its creators. They inspire others to share their gifts for free just as they’ve done. That is touching to see. I love that they are making such a positive difference in the world.,5,False,Rae’s Mama and Teacher,Educational and Easy to Use,,abc-kids-tracing-phonics,1
2024-10-03 13:05:49,I’m a child. I’m eight. I’ve had this for about seven years. I don’t not wanna stop playing this it’s too fun to play. I’m in love with it. My niece is in love with it. My sister is in love with it. I don’t know how I’m gonna stop doing this. It’s good.,5,False,Terry’s white,It’s amazing,,abc-kids-tracing-phonics,1
2024-08-10 09:47:04,"I’m glad to finally find a really good app for my autistic child ,that she can play an learn for free and without having to skip adds for her ,i really appreciate this app super recommend 👌👌👌👌👌",5,False,Bakerita9822,Thank you !!!!,,abc-kids-tracing-phonics,1
2020-12-01 01:59:46,Why? Well when I first got the game for my rather which is 5 years old he played for around 1 hour then I had to restart his iPad then we went back it did not let him in and some But it’s ok it’s a nice game but just make it go faster and there need to be more suggestions then just ABC and letters Bye get this game maybe and get a other for math✌🏼,3,False,737#927idhsi,It’s ok...,,abc-kids-tracing-phonics,1
2024-10-07 00:58:50,This is a great app for the kids. They have the freedom to browse the app without having to see annoying ads popping up. A huge thank you to Dave & his team this was a great thing for you guys to do.,5,False,teejohnson94,GREAT APP,,abc-kids-tracing-phonics,1
2020-09-20 17:13:52,"Unlike other apps, this has features that you don’t have to PAY to unlock. My daughter loves this app, I highly recommend it to anyone with a toddler! Thank you for allowing education to be fun without a price!!!",5,False,Rye M,Amazing,,abc-kids-tracing-phonics,1
2020-08-31 16:10:38,"This is the only completely free toddler game that I could find for my baby brother!!! He loves the games, but he’s kinda scared of the balloon  popping games, so he refuses to play them. Otherwise, I would recommend this because it taught my 2 yo brother a bunch of letters! ^__^",5,False,ArianneKen,GREAT,,abc-kids-tracing-phonics,1
2024-02-17 05:25:15,Thanking whoever the creators were that made this game free. I was gonna purchase one similar to it on the App Store but there’s always hidden you gotta unlock this and this nope this game is straightforward and perfect for toddlers to learn their alphabet!,5,False,Lovely486,I LOVE IT!! ❤️❤️,,abc-kids-tracing-phonics,1
2022-08-18 22:27:16,"Thank you for creating a simple, fun, easy to use app for children that doesn’t overwhelm you with ads or locked options. My kids love your apps :)",5,False,Nutmeg520,Grateful Parent,,abc-kids-tracing-phonics,1
2021-11-14 22:52:48,My son is playing ABC kids and loving it. He can’t stop playing it! Everyday he comes up to me and says “can I play ABC kids?” It is such an amazing game and I recommend it for anyone’s kids.,5,False,DrBazzy,ABC kids is amazing,,abc-kids-tracing-phonics,1
2020-02-23 06:59:54,"My 2 year old loves this app. He learned the ABCs,colors, and shapes. I can’t believe is free. I tried paying for one and it was so confusing for him to use and lets not mention the adds. We love it please keep up the great job.",5,False,sunshine650,My 2 year old loves it !!,,abc-kids-tracing-phonics,1
2020-12-21 03:13:00,I love the mission and the product. I love it so much and want to support a company that does this so much that I downloaded a game for myself and will plan to make a purchase. Thank you for a great product. My 3.5 year old loves it!,5,False,Sara in Tucson,Wonderful!,,abc-kids-tracing-phonics,1
2024-10-26 18:06:11,"Simply the best.  Thank you, Dave, for creating this, making education available to all kids, and being the good you wanted to see in the world.",5,False,Adam (girl dad),Perfect app,,abc-kids-tracing-phonics,1
2022-02-04 17:14:36,"Highly recommend this app! It uses stickers at perfect motivation points, balloons and trains with letters on them, tracing, games, and you can even specify upper or lower case. I can't believe this is free.",5,False,mamacone1,Wonderful...how is it sooo good and free,,abc-kids-tracing-phonics,1
2021-02-07 17:56:44,Ok so I downloaded this app for my little sister. She loves everything about the app she likes all of the games. I think it is one of the best FREE learning apps ever. Over all we love this app I would definitely recommend this app. 🥇💯,5,False,Lkittenbestappever,Best app ever,,abc-kids-tracing-phonics,1
2020-04-24 14:48:17,Thank you for making this app free. We’ve been looking for something supplemental for our 2 year old as she learns how to form her letters and this is great. I appreciate what you and your company did. Thank you!,5,False,Insta-disaster,Thanks,,abc-kids-tracing-phonics,1
2024-01-24 08:35:34,Excellent education games. So much better than staring at TV. My kids can play for 30 min daily and learn something. Animations are enjoyable and friendly.,5,False,NS1022,Excellent and free,,abc-kids-tracing-phonics,1
2022-04-16 13:57:55,This app helps my son learn but he doesn’t get alot of screen time but he gets more screen time because this app it is so good,5,False,LulaMichelle13,This app helps,,abc-kids-tracing-phonics,1
2020-04-15 04:22:19,So I got this for my REBORN BABY DOLL for her “schooling” but I could see just after a few minutes of doing it with my DOLL that any kid would like It I  like it because when you get a sticker you can put it ANYWHERE such a good app b bye,5,False,moon1234666,Wonderful,,abc-kids-tracing-phonics,1
2024-10-06 22:04:38,"I have never seen such wonderful app for kids with free of cost.
I request a team to continue the this good work till they can.",5,False,Yashwanth HD,Excellent App,,abc-kids-tracing-phonics,1
2024-11-29 11:26:11,Decent app. Creative characters help kids learn. I wish you could customize the speed of speech. The characters speak too slowly and it gets boring for my kids.,4,False,Atbauer95,Review,,abc-kids-tracing-phonics,1
2024-06-09 23:41:37,"We are so thankful someone has written these learning programs!  
They are so helpful, fun, and stimulating for young children.  Our grandchildren love these and have learned so much. 
Thank you!",5,False,Nonna and Papaw,Best app ever!,,abc-kids-tracing-phonics,1
2023-07-28 22:03:26,Great app that my son loves but a few bugs that need to be fixed in the Ukrainian alphabet.  Some letters don’t appear and a few that overlap each other.,4,False,MadMaxS25,Great app but a few bugs,,abc-kids-tracing-phonics,1
2024-06-12 22:46:01,Daughter loves it! She usually shows no interest and wants to go straight to Disney or other apps. This one got her attention. And no ads.,5,False,Dj Ed Nine,Absolutely love it!!,,abc-kids-tracing-phonics,1
2020-05-15 15:20:03,Every single app that this company has is A godsend for my daughter! She has learned so much! At age 1 she learned her ABC from these Games and has already learned to count 20!!,5,False,kharufed,Best kids apps out,,abc-kids-tracing-phonics,1
2022-11-14 23:57:32,I really appreciate everything you have done for our family Malin loves this app!!!!,5,False,Ming 843,Thank you so much,,abc-kids-tracing-phonics,1
2021-01-26 02:39:31,I downloaded this app for my little sister and it is AMAZINGLY fun and simple. No adds no problem. I hope you can make more apps. I think you will get  5 stars for sure!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,False,mayar hussein,AMAZING GAME,,abc-kids-tracing-phonics,1
2022-09-20 15:01:14,Fix the issue where the stickers will start to disappear in the sticker book. Highly annoying and hate having to see a simple reward disappear that my kid earned. They want to fill the sticker book but simply can’t since I see this is an ongoing issue that y’all won’t fix.,1,False,JACOB_33-,Disappointed,,abc-kids-tracing-phonics,1
2020-12-28 23:34:37,This is the by far the best app ive downloaded. My daughter learns and laughs every step of the way she loves getting stickers and little surprises I’m in love with this app,5,False,Ana_isabel97,Definitely 5 stars,,abc-kids-tracing-phonics,1
2022-04-22 14:48:57,"I teach students with learning disabilities, school resource, and I love these apps! I have almost all their kids apps.",5,False,krysmantho,Literally the best!,,abc-kids-tracing-phonics,1
2024-10-11 11:26:54,We love the story behind the app development and it being ad-free. We like to pair any Alpharet learning with phonetics and this app does a great job with that!,5,False,Sodova,Great app,,abc-kids-tracing-phonics,1
2020-01-10 16:21:18,"I really wish they would get rid of the background sound when saying the letter. It makes it hard to understand what is being said, especially for a little kid who is just learning them",3,False,9littlemonkeys,Good but....,,abc-kids-tracing-phonics,1
2024-11-03 15:57:36,But there’s some glitches that pull my Lucas upside down and some glitches,5,False,I have a few suggestions,Lucas and friends is the best,,abc-kids-tracing-phonics,1
2024-05-14 23:53:44,"Great for my 2yr old, no ads, no purchases, he can freely browse the app with no interruptions or complications and he’s learning! 10 STARS!!",5,False,BeeKE2,Love it,,abc-kids-tracing-phonics,1
2020-11-25 15:58:08,My 2 year old can play this all day without worrying about ads popping up and interrupting her learning !we love it,5,False,Melissalee.xx3,Awesome learning game,,abc-kids-tracing-phonics,1
2020-10-21 20:28:11,"I love this game because nova wants to play this, usually. This is a very good game, I like it, I’m sure, millions of toddlers will like this! I want to let you know, there are more games, made by the company.",5,False,sapete15,GREAT GAME!!,,abc-kids-tracing-phonics,1
2020-05-10 23:20:44,They are just putting letters on the balloons to make it look like they are teaching your child something and on the other activity’s like 😑,4,False,im the interview lol,Not that educational but fun,,abc-kids-tracing-phonics,1
2023-03-19 23:06:03,i love it my brother has fun trace the abcs but can you add trace name in it pls? I would really appreciate that for him.,5,False,ChadFodse,Awesome but few suggestions,,abc-kids-tracing-phonics,1
2024-07-20 01:16:56,very useful and interesting，kids like learning and follow．Thank the developer very much.,5,False,Art is ti cgi na,Useful,,abc-kids-tracing-phonics,1
2024-11-25 01:43:15,So I got into the game and the characters were telling me to like spell and I got mad so I ate them.😊,5,False,VA Johanna,"The characters were crunchy, YUM!!!",,abc-kids-tracing-phonics,1
2020-04-01 19:53:06,I just want to learn not do extra stuff in the beginning but another than that is it’s a really gooooooood app and really educational,4,False,Brooklyn baby 83,Rev,,abc-kids-tracing-phonics,1
2024-09-18 20:13:06,The only thing I can do for her right now rated her as the most beautiful girl,5,False,Roman33121,Roman,,abc-kids-tracing-phonics,1
2022-01-13 22:35:17,I’m so glad this made it to iPhone because my granddaughter loves Lucas and Ruby and she loves all the games and the learning is great,5,False,Lakawana,Very happy,,abc-kids-tracing-phonics,1
2023-08-03 02:27:01,This is an awesome thing for my kids My kids just love this game,5,False,yttrreewqqassddffgghhjjjkl,Good learning experience,,abc-kids-tracing-phonics,1
2022-12-30 18:23:46,This the best app when I grow up I will let my child play this,5,False,i love you no mater what,I love this app,,abc-kids-tracing-phonics,1
2020-01-13 14:02:00,My kid can’t get enough of these apps and thank you for actually making them free with no hidden ads or fees!,5,False,19Raven89,Love it!,,abc-kids-tracing-phonics,1
2024-09-28 21:58:16,The best app to use is the best app I downloaded Your app dayk you to make d best apps available for free,5,False,m qwnsxbh,:) thank you,,abc-kids-tracing-phonics,1
2024-01-07 13:38:33,"During tracing one of the characters sounds out the letter while the child traces the letter. For T, they say “tah tah tah” which is incorrect. For K they say “Kah kah kah”. This makes it extremely difficult when trying to spell or read later on. Will be deleting this to find a better app.",1,False,thetinyhouseproject.com,The letter sounds are incorrect,,abc-kids-tracing-phonics,1
2020-02-19 19:05:17,My little lady loves to access these educational games on her iPad. It’s a great and free (fully free)tool to upkeep all that she has learned and will continue to learn.,5,False,spicylittleladyH,2yr old approved,,abc-kids-tracing-phonics,1
2024-07-12 18:43:18,I’m not sure what you want but I’m not a big deal at first,5,False,Bella’s new song,I love you,,abc-kids-tracing-phonics,1
2021-03-24 00:08:06,"save my child from games, my child just 3 y but can read now.",5,False,Qkey24,My savior,,abc-kids-tracing-phonics,1
2020-08-20 14:50:22,"My four year old can’t get enough, and she’s learning with joy! Thank you",5,False,Galanipper,Perfection,,abc-kids-tracing-phonics,1
2023-10-03 02:40:50,Thank you for making a toddler game actually free & so fun for the little ones!,5,False,SM01015483,Awesome!,,abc-kids-tracing-phonics,1
2020-04-24 17:44:35,I I wish that while tracing the letters my kids wouldn’t have to pick up the pen on some letters such am “k” & “u”,4,False,annarhar,Not true handwriting but gets the point across,,abc-kids-tracing-phonics,1
2022-06-11 02:31:06,Downloaded for my four year old grandaughter and she was totally engaged.  A great introduction to learn spelling!,5,False,Giulias GiGi,Great Early Learning!,,abc-kids-tracing-phonics,1
2020-12-08 17:47:09,"My daughter absolutely loved this app the first day we downloaded it, but now it is stuck on the opening screen.  I’ve uninstalled and reinstalled, yet it still just freezes up. It’s too bad because it looked like it was a great app.",1,False,wboll657,Just freezes up on the RV Appstudio screen,,abc-kids-tracing-phonics,1
2020-05-23 14:02:15,Really touching to have a company whose mission is to make games for children that are free and without ads. Well done guys (and gals)!,5,False,PatC1989,What a great mission,,abc-kids-tracing-phonics,1
2024-07-08 19:44:25,Perfect for you when you’re 2-5 years old. Have fun kiddos!👍👌✌️😄🎮😉,5,False,Prisha Praghat,ABC Kids,,abc-kids-tracing-phonics,1
2020-10-23 20:31:18,"This is for teaching children. While learning about the letter X it shows a picture of a Christmas Tree, then preceded to say X is for Christmas Tree. What? The bad thing is I had to purchase the app for my 3 year old to learn about the letter X. I paid for her to learn the wrong thing by you. I will be deleting this app.",1,False,Sally286,Christmas tree has no “X” in it!,,abc-kids-tracing-phonics,1
2020-12-18 02:49:54,This app is great for my little sister she is only three and got the hang of it after a couple of minutes,4,False,DAHEM0109,Great,,abc-kids-tracing-phonics,1
2024-10-31 21:45:12,I love this app it helps my little brother so much but It helps him learn you guys should get the app!,5,False,zinattt,SUPER GOOD,,abc-kids-tracing-phonics,1
2024-01-27 02:56:45,The New York is the best movie of the decade so so I can’t say that it is the most amazing film ever but it was the most entertaining,5,False,ambrrg12,Tu as un chat chien un cheval un cheval est une cheval un chat uni est belle tu vas où un homme,,abc-kids-tracing-phonics,1
2020-04-20 00:52:40,My two-year-old loves it. Excellent educational games. I can’t believe it is free. Thanks!,5,False,Wanderkarm2,My two-year-old loves it,,abc-kids-tracing-phonics,1
2024-10-02 21:56:47,"Pretty cool, interactive, reminds me of pc education games from the 90s but better",5,False,Justamomwhocooks,Happy,,abc-kids-tracing-phonics,1
2022-06-29 06:10:38,Thank you for the children’s and parents games.,5,False,247HC,Awesome Free Full Games No Ads!!,,abc-kids-tracing-phonics,1
2021-07-15 22:42:13,The game was good and I had a good,5,False,nickbrina,Tilttt said the only thing that would make the,,abc-kids-tracing-phonics,1
2022-10-25 23:51:37,This app is so great. My 4 year old grandson really enjoys the games. It’s perfect for reinforcing what is taught in school.,5,False,vetyee,Grandma,,abc-kids-tracing-phonics,1
2024-06-30 20:06:17,Thank you Dave and team for providing a free and fun learning app for kiddos all around the world,5,False,Oheysweetie,Love this app,,abc-kids-tracing-phonics,1
2020-10-10 12:35:12,My 3 year old daughter loves it and will spend hours on it playing sooo many fun games!,5,False,adelynnmh,Five Star Game,,abc-kids-tracing-phonics,1
2024-11-14 01:01:53,Thank you so much for creating an app to make learning abc’s such a fun experience for my son and I to watch!! God bless you guys!,3,False,insanee__mcclain,Inspiring kids everyday,,abc-kids-tracing-phonics,1
2024-11-20 12:20:47,This is great! Thanks so much!,5,False,ZBJan,I’m so happy that you guys made a app like this,,abc-kids-tracing-phonics,1
2024-08-12 13:27:54,I work with a child that is developmental disability and he loves your apps,5,False,Cjrazak,Love,,abc-kids-tracing-phonics,1
2022-02-17 14:29:15,"Why doesn’t it allow for them to go to the next letter like it use to? Why is the arrow gone? My son use to really love this game now he barely plays, can we please fix this",1,False,Yellowbonerasta,Not easy for kids anymore,,abc-kids-tracing-phonics,1
2024-09-24 01:37:30,My kids love this app! Educational and fun! Recommend!,5,False,jdd6!,Kids love it!!,,abc-kids-tracing-phonics,1
2024-06-26 02:22:33,My grandson & granddaughter love these games. Thank you for this program.,5,False,Lloyve,Lloyd’s,,abc-kids-tracing-phonics,1
2024-04-20 14:24:59,My kids love this app! They play it all the time!,5,False,Tolzie,Kids love it!,,abc-kids-tracing-phonics,1
2020-11-24 23:16:50,It is cool because you can tech kids there numbers and you can tech them how to spell I it is a great game 😍😍😍😍😍😁😁😁😁🤗🤗🤗🥰🥰🥰💖💖💖💖💖💖💖🎊🎊,5,False,Zombie Double Tap,So cool game,,abc-kids-tracing-phonics,1
2021-11-15 22:31:17,Can these be played while off line? Or is it internet option only?,3,False,bree7810,Hey,,abc-kids-tracing-phonics,1
2020-10-13 13:14:56,Absolutely wonderful a great day way for your child to learn and play,5,False,TheFunNanny,Love it!!!,,abc-kids-tracing-phonics,1
2020-02-19 01:30:44,My five year old loves this game and is learning so much. Thank you,5,False,ikasmom,Great app,,abc-kids-tracing-phonics,1
2020-02-10 03:21:24,UPDATE: the sound & ringer were both on at full volume. I checked all of my phones settings. Too bad the sound issue was never fixed! I just discovered this and thought my kid would love it but It’s soundless on my iPhone 6,1,False,gidgyaya,No sound,"{'id': 13419697, 'body': 'Hi, we are sorry to hear that you encountered a problem like this. Consider reinstalling the app and rebooting your device. This fixes the issue most of the time. If not, please contact our support team at app_support@rvappstudios.com and share a detailed description of the issue, device info, and OS version so that we can help you fix it.', 'modified': '2020-02-11T12:40:04Z'}",abc-kids-tracing-phonics,1
2022-01-01 19:10:40,My three year old loves this game and it’s great practice for tracing letters.,5,False,WhitRoe,Fun and educational,,abc-kids-tracing-phonics,1
2022-08-27 23:15:25,No adds I’m so glad there’s no adds,5,False,chsyfydtjuyh232345565,I love this app,,abc-kids-tracing-phonics,1
2022-09-04 14:57:31,No where in the app after download could I find how to cancel my subscription before subscription renewed or started.,1,False,Meme Mid,App wouldn’t let me end subscription,,abc-kids-tracing-phonics,1
2024-11-13 02:03:21,An amazing fun filled experience making learning fun.,5,False,gfgjuyg,Remarkable,,abc-kids-tracing-phonics,1
2024-04-23 19:42:21,I love playing all day,5,False,hockey puppy,I like this,,abc-kids-tracing-phonics,1
2024-09-18 22:07:01,Great learning tools with positive reinforcement,5,False,edieakemi,Best learning app for kids and it’s free!,,abc-kids-tracing-phonics,1
