date,review,rating,isEdited,title,userName,developerResponse
2023-03-15 15:58:11,"So many apps have you dismissing  adds left and right, and you know your kid is going to end up buying something, or 2 seconds after you aren’t looking they have opened 10 random web pages from 1 ad. Thanks for keeping the actual little kids who are using it in mind.
keep up the good work.",5,False,Finely a straightforward easy working learning app,sigho0407,
2024-03-19 23:42:50,"RV Appstudios Tracing, Matching, Popping and More
by Matthew Matos

Thank you so much everyone ABC Kids is fun because I really like to play that Lucas and Friends, The ABC is a toddler babies
that everyone would like to hear. Dave said that we created the most apps in the works because that we can created the most educational app to shadow with your family. The awards have done your life and you can share everyone. Fans are the most coolest family in the world The apps that you might win in the certificate. Fans are the most of a thousand people in the world.
Worlds are most biggest fans of the world because they will teach then when they go to work.

Glad you wish to play RV Appstudios
From your RV Appstudios Kid: Matthew",5,False,RV Appstudios,Matthew Matos,
2024-09-20 19:11:41,I program for a living and I can appreciate the hard work that went into this and the many hours of work and many conversations with a rubber duck. To do it for free for the sake of children is high integrity and definitely shows an appreciation for them. To everyone who worked on this - thank you. You are all unsung heroes.,5,False,Great App,rdavis334,
2024-03-25 04:01:23,"I use this app for my little sister and my nephew and I personally think this app is worth it because its free and had no ads which is something you will not find with other apps, also they really like this app and fully engage on trying to learn their letters and numbers i give this app 5 stars",5,False,Lucas and friends,Lomadawa,
2020-03-11 13:14:41,"My daughter loves this app (and all the others- we’ve got ABC Kids, ABC Spelling, Sight Words, 123 Numbers, and Math Kids)- and I love how she learns with them! I originally had them on my tablet but it died, so I reinstalled them on my phone for her! Only one “downside”- If you could, can you work on an update so the ones with multiple languages are also available in Greek?",5,False,"Awesome, but more languages?",Ianthina,
2023-05-08 02:49:15,We have been trying to find a way to get our 4-year-old to show more interest in leaning his letters and numbers. He happily played this for quite a while. It is a slight challenge for him but not too much. He really gets excited when he gets the “gift” every several rounds.,5,False,Fun and educational,jlangfy,
2022-05-18 00:42:51,"Thank you SO much to the creators of this app. It is absolutely incredible that an educational (and fun!) app of this caliber is free. As a teacher and mom, I want to make sure that my children are engaged and encroached. This app is truly remarkable. Thanks again to all the creators and investors who made this possible. I love that you are spreading education to children for free! 🙏🏻🙏🏻🏳️‍🌈🏳️‍🌈",5,False,AMAZING! ✨,okikonokok,
2022-02-17 01:14:25,"I downloaded the app on February 15, 2022 and I played it myself and enjoyed it. On February 16, 2022 I shared it with my one year old great grandson, I showed him three different learning sessions and he enjoyed.

 On the same day I shared it with my three year old great granddaughter and she enjoyed it as well. I shared it with her mom so that she could download it for her and her five year old brother. I really am excited about this app. 

I was a Paraprofessional at a public school and worked with grades K-3, I enjoyed it but I am now retired. I will use this to help not only my great, but others that may need my assistance.

Thank You",5,False,"Mom, grandmother and great grandmother",New Beginnings8,
2021-05-26 16:15:49,Finally a baby app with no adds! We have tried so many baby games for our little guy and every single one has adds somewhere on the screen that makes him want to click. This doesn’t! I’m so happy. Thank you toys for this game. Very cute game too :),5,False,Finally!!,Sm_01,
2024-02-05 15:35:32,"Love that this developer made this app just for children to be able to learn. I love that the developer understands that not every parent has the time to help teach their children it’s this hectic,busy, world we live I . My 4 yo loves this app and I love that he’s learning while playing! Thank you!!",5,False,Awesome app for pre k and kindergarten age,"Sousa, Mal",
2019-11-27 10:18:06,"These games are amazing. So much learning for toddlers and preschoolers. 
Love how the developers made everything so interesting. Also I’m amazed they are free and with no adds. Big thank for the developers. My kid loves all of your educational games. 
Recommend to my friend with kids. And will share with others. Kids can play and learn for hours.
Love it a lot!!!!",5,False,Love it!!!,AnnGell87,
2020-11-12 14:28:05,"My 3 yr old LOVES this app! It’s simple enough where she can move through it on her own, there isn’t too much going on to distract her from the main point (which is letter tracing & recognition), and the best part is there are NO ads! My daughter is already spelling half her name on her own (and she has 10 letter in it lol).",5,False,Simple & effective!,Zee eclair,
2024-08-22 21:21:50,"I got this for my four year old and he loves it. He will just sit there playing. The games are fun, but educational. He is going into preschool and these games are perfect (easy to understand and super fun). I would completely recommend this for ages 3-5. Love this. Hope you download it. 😁",5,False,AWESOME,KKpurplegrl,
2024-06-01 00:30:27,I downloaded this on my son tablet when he was 2 years old . It had helped him tremendously ! He’s 3 years old and he’s reading and writing. You literally have to see it for yourself. I definitely recommend 🥰,5,False,This app is phenomenal,Nisha5749,
2024-04-17 19:55:29,I thought this was a good app until I heard the little character saying “ouch” or laughing at something and realized that there is a feature that allows you to meet the characters or something and you can poke them in the belly and make them hurt or tickle them and frankly is very creepy and has nothing to do with ABCs. I’m finding a different app. We don’t use it often anyway because I don’t want my children being on the iPad for too long.,1,False,Used to be a good app…,drewglade,
2023-01-25 02:53:03,"My child started reading and making words at 3 years old. At the same time he could multiply add and subtract. I promise you their Apps are the BEST!

Please if we can learn to appreciate all the effort the developers put in. It’s free of charge, NO Ads, it’s very much appropriate! It doesn’t have inappropriate WORDS, their Apps doesn’t collect your data like all other apps who sell your info. 

it doesn’t NOT talk about SEX. This developer’s apps are safe.

May you be blessed RV AppStudios LLC for all you do for our children. Thank you 🙏🏽",5,False,The Best free Kids App,His mercy runs deep,
2020-05-03 22:49:10,"This app is amazing! I looked at other apps but they had  ads or only 2 letters. This app is amazing! Within a week, my 2 year old learned most of his letters and new words! I love this app and I definitely recommend it to anyone looking for an educational app. 👍🏻👍🏻",5,False,AMAZNG APP! DEFINITELY RECOMMEND,game reviewer 🕹,
2024-02-22 18:16:36,I’ve tried other apps with pop up ads and was not impressed. This one has just about everything I want to get my child started for Kindergarten. I do wish there was a stylus and free write mode.,5,False,Love this app!,bittersweetsoup,
2023-07-06 14:53:28,This is outstanding thanks to the parents who designed this with every child in mind to better our kids futures I support you in every way.,5,False,I can’t get enough,Zani- Gods gift,
2020-01-22 01:29:12,"This game is a good game, it makes my children want to play and learn. The issue I have with it is when you are playing the game to match up caps and lower letters, the words that are spelled are bad. There word he was matching up was sex! How inappropriate is that? Makes me want to just delete the game. Is this game safe? Or was it just coincidence that is was spelled in that order?! 
I’m torn because of this issue. What else is spelled when I’m not paying attention?",2,False,Questionable,Jessm1118,
2024-10-21 20:48:09,This app is amazing and so are its creators. They inspire others to share their gifts for free just as they’ve done. That is touching to see. I love that they are making such a positive difference in the world.,5,False,Educational and Easy to Use,Rae’s Mama and Teacher,
2024-10-03 13:05:49,I’m a child. I’m eight. I’ve had this for about seven years. I don’t not wanna stop playing this it’s too fun to play. I’m in love with it. My niece is in love with it. My sister is in love with it. I don’t know how I’m gonna stop doing this. It’s good.,5,False,It’s amazing,Terry’s white,
2024-08-10 09:47:04,"I’m glad to finally find a really good app for my autistic child ,that she can play an learn for free and without having to skip adds for her ,i really appreciate this app super recommend 👌👌👌👌👌",5,False,Thank you !!!!,Bakerita9822,
2020-12-01 01:59:46,Why? Well when I first got the game for my rather which is 5 years old he played for around 1 hour then I had to restart his iPad then we went back it did not let him in and some But it’s ok it’s a nice game but just make it go faster and there need to be more suggestions then just ABC and letters Bye get this game maybe and get a other for math✌🏼,3,False,It’s ok...,737#927idhsi,
2024-10-07 00:58:50,This is a great app for the kids. They have the freedom to browse the app without having to see annoying ads popping up. A huge thank you to Dave & his team this was a great thing for you guys to do.,5,False,GREAT APP,teejohnson94,
2020-09-20 17:13:52,"Unlike other apps, this has features that you don’t have to PAY to unlock. My daughter loves this app, I highly recommend it to anyone with a toddler! Thank you for allowing education to be fun without a price!!!",5,False,Amazing,Rye M,
2020-08-31 16:10:38,"This is the only completely free toddler game that I could find for my baby brother!!! He loves the games, but he’s kinda scared of the balloon  popping games, so he refuses to play them. Otherwise, I would recommend this because it taught my 2 yo brother a bunch of letters! ^__^",5,False,GREAT,ArianneKen,
2024-02-17 05:25:15,Thanking whoever the creators were that made this game free. I was gonna purchase one similar to it on the App Store but there’s always hidden you gotta unlock this and this nope this game is straightforward and perfect for toddlers to learn their alphabet!,5,False,I LOVE IT!! ❤️❤️,Lovely486,
2022-08-18 22:27:16,"Thank you for creating a simple, fun, easy to use app for children that doesn’t overwhelm you with ads or locked options. My kids love your apps :)",5,False,Grateful Parent,Nutmeg520,
2021-11-14 22:52:48,My son is playing ABC kids and loving it. He can’t stop playing it! Everyday he comes up to me and says “can I play ABC kids?” It is such an amazing game and I recommend it for anyone’s kids.,5,False,ABC kids is amazing,DrBazzy,
2020-02-23 06:59:54,"My 2 year old loves this app. He learned the ABCs,colors, and shapes. I can’t believe is free. I tried paying for one and it was so confusing for him to use and lets not mention the adds. We love it please keep up the great job.",5,False,My 2 year old loves it !!,sunshine650,
2020-12-21 03:13:00,I love the mission and the product. I love it so much and want to support a company that does this so much that I downloaded a game for myself and will plan to make a purchase. Thank you for a great product. My 3.5 year old loves it!,5,False,Wonderful!,Sara in Tucson,
2024-10-26 18:06:11,"Simply the best.  Thank you, Dave, for creating this, making education available to all kids, and being the good you wanted to see in the world.",5,False,Perfect app,Adam (girl dad),
2022-02-04 17:14:36,"Highly recommend this app! It uses stickers at perfect motivation points, balloons and trains with letters on them, tracing, games, and you can even specify upper or lower case. I can't believe this is free.",5,False,Wonderful...how is it sooo good and free,mamacone1,
2021-02-07 17:56:44,Ok so I downloaded this app for my little sister. She loves everything about the app she likes all of the games. I think it is one of the best FREE learning apps ever. Over all we love this app I would definitely recommend this app. 🥇💯,5,False,Best app ever,Lkittenbestappever,
2020-04-24 14:48:17,Thank you for making this app free. We’ve been looking for something supplemental for our 2 year old as she learns how to form her letters and this is great. I appreciate what you and your company did. Thank you!,5,False,Thanks,Insta-disaster,
2024-01-24 08:35:34,Excellent education games. So much better than staring at TV. My kids can play for 30 min daily and learn something. Animations are enjoyable and friendly.,5,False,Excellent and free,NS1022,
2022-04-16 13:57:55,This app helps my son learn but he doesn’t get alot of screen time but he gets more screen time because this app it is so good,5,False,This app helps,LulaMichelle13,
2020-04-15 04:22:19,So I got this for my REBORN BABY DOLL for her “schooling” but I could see just after a few minutes of doing it with my DOLL that any kid would like It I  like it because when you get a sticker you can put it ANYWHERE such a good app b bye,5,False,Wonderful,moon1234666,
2024-10-06 22:04:38,"I have never seen such wonderful app for kids with free of cost.
I request a team to continue the this good work till they can.",5,False,Excellent App,Yashwanth HD,
2024-06-09 23:41:37,"We are so thankful someone has written these learning programs!  
They are so helpful, fun, and stimulating for young children.  Our grandchildren love these and have learned so much. 
Thank you!",5,False,Best app ever!,Nonna and Papaw,
2024-06-12 22:46:01,Daughter loves it! She usually shows no interest and wants to go straight to Disney or other apps. This one got her attention. And no ads.,5,False,Absolutely love it!!,Dj Ed Nine,
2022-11-14 23:57:32,I really appreciate everything you have done for our family Malin loves this app!!!!,5,False,Thank you so much,Ming 843,
2023-07-28 22:03:26,Great app that my son loves but a few bugs that need to be fixed in the Ukrainian alphabet.  Some letters don’t appear and a few that overlap each other.,4,False,Great app but a few bugs,MadMaxS25,
2020-05-15 15:20:03,Every single app that this company has is A godsend for my daughter! She has learned so much! At age 1 she learned her ABC from these Games and has already learned to count 20!!,5,False,Best kids apps out,kharufed,
2021-01-26 02:39:31,I downloaded this app for my little sister and it is AMAZINGLY fun and simple. No adds no problem. I hope you can make more apps. I think you will get  5 stars for sure!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,False,AMAZING GAME,mayar hussein,
2022-09-20 15:01:14,Fix the issue where the stickers will start to disappear in the sticker book. Highly annoying and hate having to see a simple reward disappear that my kid earned. They want to fill the sticker book but simply can’t since I see this is an ongoing issue that y’all won’t fix.,1,False,Disappointed,JACOB_33-,
2020-12-28 23:34:37,This is the by far the best app ive downloaded. My daughter learns and laughs every step of the way she loves getting stickers and little surprises I’m in love with this app,5,False,Definitely 5 stars,Ana_isabel97,
2019-11-27 16:36:07,"The sound won’t work for me.  I’m up to date and I have my volume up.  The settings say I have sound on.  :(

That worked!  Ya!  Thanks a bunch",5,True,Sound?,simba4647474,"{'id': 12059672, 'body': 'It seems that the ringer/silent switch on your iPhone is enabled, please make it disable to get the sound. Hopefully, this will fix the issue. Please update review and rating from 1 star if this fixes the issue. 🙏 Every review from parents matters to us since this is a passion project. 😀 \r', 'modified': '2019-11-26T10:25:41Z'}"
2022-04-22 14:48:57,"I teach students with learning disabilities, school resource, and I love these apps! I have almost all their kids apps.",5,False,Literally the best!,krysmantho,
2024-10-11 11:26:54,We love the story behind the app development and it being ad-free. We like to pair any Alpharet learning with phonetics and this app does a great job with that!,5,False,Great app,Sodova,
2020-01-10 16:21:18,"I really wish they would get rid of the background sound when saying the letter. It makes it hard to understand what is being said, especially for a little kid who is just learning them",3,False,Good but....,9littlemonkeys,
2024-05-14 23:53:44,"Great for my 2yr old, no ads, no purchases, he can freely browse the app with no interruptions or complications and he’s learning! 10 STARS!!",5,False,Love it,BeeKE2,
2020-11-25 15:58:08,My 2 year old can play this all day without worrying about ads popping up and interrupting her learning !we love it,5,False,Awesome learning game,Melissalee.xx3,
2020-10-21 20:28:11,"I love this game because nova wants to play this, usually. This is a very good game, I like it, I’m sure, millions of toddlers will like this! I want to let you know, there are more games, made by the company.",5,False,GREAT GAME!!,sapete15,
2023-03-19 23:06:03,i love it my brother has fun trace the abcs but can you add trace name in it pls? I would really appreciate that for him.,5,False,Awesome but few suggestions,ChadFodse,
2024-07-20 01:16:56,very useful and interesting，kids like learning and follow．Thank the developer very much.,5,False,Useful,Art is ti cgi na,
2024-09-18 20:13:06,The only thing I can do for her right now rated her as the most beautiful girl,5,False,Roman,Roman33121,
2020-05-10 23:20:44,They are just putting letters on the balloons to make it look like they are teaching your child something and on the other activity’s like 😑,4,False,Not that educational but fun,im the interview lol,
2022-01-13 22:35:17,I’m so glad this made it to iPhone because my granddaughter loves Lucas and Ruby and she loves all the games and the learning is great,5,False,Very happy,Lakawana,
2023-08-03 02:27:01,This is an awesome thing for my kids My kids just love this game,5,False,Good learning experience,yttrreewqqassddffgghhjjjkl,
2020-04-01 19:53:06,I just want to learn not do extra stuff in the beginning but another than that is it’s a really gooooooood app and really educational,4,False,Rev,Brooklyn baby 83,
2022-12-30 18:23:46,This the best app when I grow up I will let my child play this,5,False,I love this app,i love you no mater what,
2020-01-13 14:02:00,My kid can’t get enough of these apps and thank you for actually making them free with no hidden ads or fees!,5,False,Love it!,19Raven89,
2024-09-28 21:58:16,The best app to use is the best app I downloaded Your app dayk you to make d best apps available for free,5,False,:) thank you,m qwnsxbh,
2024-07-12 18:43:18,I’m not sure what you want but I’m not a big deal at first,5,False,I love you,Bella’s new song,
2020-02-19 19:05:17,My little lady loves to access these educational games on her iPad. It’s a great and free (fully free)tool to upkeep all that she has learned and will continue to learn.,5,False,2yr old approved,spicylittleladyH,
2024-01-07 13:38:33,"During tracing one of the characters sounds out the letter while the child traces the letter. For T, they say “tah tah tah” which is incorrect. For K they say “Kah kah kah”. This makes it extremely difficult when trying to spell or read later on. Will be deleting this to find a better app.",1,False,The letter sounds are incorrect,thetinyhouseproject.com,
2021-03-24 00:08:06,"save my child from games, my child just 3 y but can read now.",5,False,My savior,Qkey24,
2020-08-20 14:50:22,"My four year old can’t get enough, and she’s learning with joy! Thank you",5,False,Perfection,Galanipper,
2024-07-08 19:44:25,Perfect for you when you’re 2-5 years old. Have fun kiddos!👍👌✌️😄🎮😉,5,False,ABC Kids,Prisha Praghat,
2023-10-03 02:40:50,Thank you for making a toddler game actually free & so fun for the little ones!,5,False,Awesome!,SM01015483,
2022-06-11 02:31:06,Downloaded for my four year old grandaughter and she was totally engaged.  A great introduction to learn spelling!,5,False,Great Early Learning!,Giulias GiGi,
2020-12-08 17:47:09,"My daughter absolutely loved this app the first day we downloaded it, but now it is stuck on the opening screen.  I’ve uninstalled and reinstalled, yet it still just freezes up. It’s too bad because it looked like it was a great app.",1,False,Just freezes up on the RV Appstudio screen,wboll657,
2020-05-23 14:02:15,Really touching to have a company whose mission is to make games for children that are free and without ads. Well done guys (and gals)!,5,False,What a great mission,PatC1989,
2024-01-27 02:56:45,The New York is the best movie of the decade so so I can’t say that it is the most amazing film ever but it was the most entertaining,5,False,Tu as un chat chien un cheval un cheval est une cheval un chat uni est belle tu vas où un homme,ambrrg12,
2024-10-31 21:45:12,I love this app it helps my little brother so much but It helps him learn you guys should get the app!,5,False,SUPER GOOD,zinattt,
2020-10-23 20:31:18,"This is for teaching children. While learning about the letter X it shows a picture of a Christmas Tree, then preceded to say X is for Christmas Tree. What? The bad thing is I had to purchase the app for my 3 year old to learn about the letter X. I paid for her to learn the wrong thing by you. I will be deleting this app.",1,False,Christmas tree has no “X” in it!,Sally286,
2020-04-24 17:44:35,I I wish that while tracing the letters my kids wouldn’t have to pick up the pen on some letters such am “k” & “u”,4,False,Not true handwriting but gets the point across,annarhar,
2020-04-20 00:52:40,My two-year-old loves it. Excellent educational games. I can’t believe it is free. Thanks!,5,False,My two-year-old loves it,Wanderkarm2,
2020-12-18 02:49:54,This app is great for my little sister she is only three and got the hang of it after a couple of minutes,4,False,Great,DAHEM0109,
2024-10-02 21:56:47,"Pretty cool, interactive, reminds me of pc education games from the 90s but better",5,False,Happy,Justamomwhocooks,
2022-06-29 06:10:38,Thank you for the children’s and parents games.,5,False,Awesome Free Full Games No Ads!!,247HC,
2021-07-15 22:42:13,The game was good and I had a good,5,False,Tilttt said the only thing that would make the,nickbrina,
2022-10-25 23:51:37,This app is so great. My 4 year old grandson really enjoys the games. It’s perfect for reinforcing what is taught in school.,5,False,Grandma,vetyee,
2024-06-30 20:06:17,Thank you Dave and team for providing a free and fun learning app for kiddos all around the world,5,False,Love this app,Oheysweetie,
2020-10-10 12:35:12,My 3 year old daughter loves it and will spend hours on it playing sooo many fun games!,5,False,Five Star Game,adelynnmh,
2024-08-12 13:27:54,I work with a child that is developmental disability and he loves your apps,5,False,Love,Cjrazak,
2019-11-15 21:36:35,"The first day I downloaded the app it was great. Since then the sound doesn’t work at all. I’ve checked the settings, and I’ve even tried to delete the app and reinstall it, but still no sound. I’m bummed, it looked like a great educational game for my kids to play!",1,False,Sounds,shan2911,"{'id': 12060294, 'body': 'It seems that the ringer/silent switch on your iPhone is enabled, please make it disable to get the sound. Hopefully, this will fix the issue. Please update review and rating from 1 star if this fixes the issue. 🙏 Every review from parents matters to us since this is a passion project. 😀 \r', 'modified': '2019-11-26T10:49:45Z'}"
2024-09-24 01:37:30,My kids love this app! Educational and fun! Recommend!,5,False,Kids love it!!,jdd6!,
2022-02-17 14:29:15,"Why doesn’t it allow for them to go to the next letter like it use to? Why is the arrow gone? My son use to really love this game now he barely plays, can we please fix this",1,False,Not easy for kids anymore,Yellowbonerasta,
2024-06-26 02:22:33,My grandson & granddaughter love these games. Thank you for this program.,5,False,Lloyd’s,Lloyve,
2024-04-20 14:24:59,My kids love this app! They play it all the time!,5,False,Kids love it!,Tolzie,
2020-11-24 23:16:50,It is cool because you can tech kids there numbers and you can tech them how to spell I it is a great game 😍😍😍😍😍😁😁😁😁🤗🤗🤗🥰🥰🥰💖💖💖💖💖💖💖🎊🎊,5,False,So cool game,Zombie Double Tap,
2021-11-15 22:31:17,Can these be played while off line? Or is it internet option only?,3,False,Hey,bree7810,
2020-02-19 01:30:44,My five year old loves this game and is learning so much. Thank you,5,False,Great app,ikasmom,
2020-10-13 13:14:56,Absolutely wonderful a great day way for your child to learn and play,5,False,Love it!!!,TheFunNanny,
2020-02-10 03:21:24,UPDATE: the sound & ringer were both on at full volume. I checked all of my phones settings. Too bad the sound issue was never fixed! I just discovered this and thought my kid would love it but It’s soundless on my iPhone 6,1,False,No sound,gidgyaya,"{'id': 13419697, 'body': 'Hi, we are sorry to hear that you encountered a problem like this. Consider reinstalling the app and rebooting your device. This fixes the issue most of the time. If not, please contact our support team at app_support@rvappstudios.com and share a detailed description of the issue, device info, and OS version so that we can help you fix it.', 'modified': '2020-02-11T12:40:04Z'}"
2019-11-08 04:30:44,5 stars all around,5,False,Thank you tons,LIDOLRIGHTEOUS,
2022-01-01 19:10:40,My three year old loves this game and it’s great practice for tracing letters.,5,False,Fun and educational,WhitRoe,
2022-08-27 23:15:25,No adds I’m so glad there’s no adds,5,False,I love this app,chsyfydtjuyh232345565,
2022-09-04 14:57:31,No where in the app after download could I find how to cancel my subscription before subscription renewed or started.,1,False,App wouldn’t let me end subscription,Meme Mid,
2024-09-18 22:07:01,Great learning tools with positive reinforcement,5,False,Best learning app for kids and it’s free!,edieakemi,
2024-04-23 19:42:21,I love playing all day,5,False,I like this,hockey puppy,
2021-02-02 02:18:36,Great app got it for my niece and she uses it everyday,5,False,Excellent for children,xKragen,
2019-11-26 17:21:32,"This app could be so great but I can’t get the sound to play. The silent ringer switch is turned off and my phone and ipad both play sounds with no problem, so it must be an issue with the app.",1,True,No Sound,JTL27,"{'id': 12059593, 'body': 'It seems that the ringer/silent switch on your iPad is enabled, please make it disable to get the sound. Hopefully, this will fix the issue. Please update review and rating from 1 star if this fixes the issue. 🙏 Every review from parents matters to us since this is a passion project. 😀 ', 'modified': '2019-11-26T10:22:52Z'}"
2022-11-13 21:33:59,Good app for learning the letter names and how to write correctly.,5,False,Good app,pawpaw&nini,
2024-07-16 14:16:14,Fun game First of all nooo ad s super fun try it today,5,False,A good game,Vuysubufbiousboiuf,
2019-11-06 16:28:07,"So on my phone the sounds works for every app but this one, I’d like my 2 year old to hear the letters while tracing them. She knows all her letters but it would be helpful to hear their sounds.",1,False,Sounds not working,jdekrey,"{'id': 12060273, 'body': 'It seems that the ringer/silent switch on your iPhone is enabled, please make it disable to get the sound. Hopefully, this will fix the issue. Please update review and rating from 1 star if this fixes the issue. 🙏 Every review from parents matters to us since this is a passion project. 😀 \r', 'modified': '2019-11-26T10:48:52Z'}"
2021-08-03 21:25:11,Brought the app for no ads and now it’s a black screen. Cannot see anything. Uninstalled and reinstalled didn’t work.,1,False,Broken,CertifiedVet434,
2024-09-07 03:56:27,My son is only 1 & is tracing his alphabet 🥰,5,False,I love this app,Ndkdoendkcke,
2019-11-25 00:10:17,The only thing I can say is that this app is really good,5,False,Great.......,i loveeeee cars,
2022-10-05 00:32:33,My brother loves the game so much,5,False,Amazing,Janaylyn r,
2019-11-15 04:57:58,Loaded app for 2 year old grandson. He Loves it on mommy’s tablet but no sound on ours. Tried to reinstall twice.,3,False,No sound.,unhappy gramps,"{'id': 12060284, 'body': 'It seems that the ringer/silent switch on your iPhone is enabled, please make it disable to get the sound. Hopefully, this will fix the issue. Please update review and rating from 3 star if this fixes the issue. 🙏 Every review from parents matters to us since this is a passion project. 😀 \r', 'modified': '2019-11-26T10:49:30Z'}"
